NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, flp02
Attached Instruments:, Radiosonde
Station Name:, FabricaForno
Station Latitude:, -16.48428
Station Longitude:, -68.14620
Station Altitude:, 3736.00 [m]
Station Pressure:, 645.43 [mb]
Station Temperature:, 2.500 [deg C]
Station Humidity:, 29.590 [% RH]
Radiosonde Serial Number / ID:, 44591
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 07:35:03, 477, 27303.477, 10.67651, 6.7324, 446.59, -12.16, -12.16, 13.47, -31.57, 23.31, 5.0, 328.662, 24.24, -12.16, 4.06, 728.16, 1.795, -16.46938, -68.10732, 6.7210, 10, 443.47, 10.32, 229.50, 4.03, 0.00, 0.00, 0.00, 11:35:45, 68.2, 56.4, 4.47, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:04, 487, 27304.487, 10.69335, 6.7363, 446.36, -12.18, -12.18, 13.15, -31.81, 23.29, 5.0, 328.686, 24.24, -12.18, 4.06, 710.07, 1.796, -16.46934, -68.10722, 6.7250, 10, 443.24, 10.79, 231.18, 4.03, 0.00, 0.00, 0.00, 11:35:46, 68.2, 56.4, 4.48, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:06, 487, 27306.487, 10.72668, 6.7457, 445.81, -12.19, -12.19, 12.96, -31.96, 23.28, 5.0, 328.789, 24.24, -12.19, 4.11, 700.11, 1.799, -16.46920, -68.10706, 6.7330, 10, 442.77, 10.81, 231.35, 4.05, 0.00, 0.00, 0.00, 11:35:48, 68.1, 56.3, 4.50, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:07, 477, 27307.477, 10.74318, 6.7509, 445.51, -12.21, -12.21, 12.88, -32.03, 23.27, 5.0, 328.827, 24.23, -12.21, 4.15, 695.13, 1.800, -16.46912, -68.10696, 6.7380, 10, 442.48, 10.93, 230.04, 4.00, 0.00, 0.00, 0.00, 11:35:49, 68.1, 56.2, 4.51, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:10, 427, 27310.427, 10.79235, 6.7672, 444.56, -12.31, -12.31, 12.82, -32.15, 23.25, 5.0, 328.902, 24.22, -12.31, 4.26, 687.80, 1.804, -16.46893, -68.10668, 6.7530, 10, 441.62, 11.73, 231.97, 4.19, 0.00, 0.00, 0.00, 11:35:52, 68.0, 56.1, 4.55, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:11, 467, 27311.467, 10.80968, 6.7720, 444.28, -12.37, -12.37, 12.90, -32.14, 23.24, 5.0, 328.885, 24.22, -12.37, 4.29, 689.19, 1.805, -16.46877, -68.10653, 6.7640, 10, 440.98, 12.71, 230.26, 4.38, 0.00, 0.00, 0.00, 11:35:54, 67.8, 56.0, 4.57, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:12, 467, 27312.467, 10.82635, 6.7765, 444.02, -12.37, -12.37, 12.88, -32.15, 23.24, 5.0, 328.940, 24.21, -12.37, 4.32, 688.53, 1.806, -16.46868, -68.10649, 6.7700, 10, 440.63, 11.64, 228.54, 4.45, 0.00, 0.00, 0.00, 11:35:55, 67.7, 55.9, 4.58, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:13, 467, 27313.467, 10.84301, 6.7804, 443.79, -12.37, -12.37, 12.95, -32.10, 23.23, 5.0, 328.989, 24.21, -12.37, 4.32, 692.63, 1.807, -16.46868, -68.10649, 6.7700, 10, 440.63, 11.75, 228.54, 4.38, 0.00, 0.00, 0.00, 11:35:55, 67.7, 55.9, 4.58, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:16, 457, 27316.457, 10.89285, 6.7916, 443.14, -12.47, -12.47, 12.84, -32.26, 23.21, 5.0, 329.001, 24.20, -12.47, 4.30, 682.23, 1.810, -16.46853, -68.10631, 6.7830, 10, 439.88, 11.07, 227.35, 4.41, 0.00, 0.00, 0.00, 11:35:58, 67.6, 55.9, 4.60, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:17, 447, 27317.447, 10.90935, 6.7961, 442.88, -12.53, -12.53, 12.84, -32.30, 23.20, 5.0, 328.980, 24.19, -12.53, 4.33, 679.33, 1.811, -16.46846, -68.10625, 6.7860, 10, 439.71, 10.97, 226.46, 4.39, 0.00, 0.00, 0.00, 11:35:59, 67.6, 55.8, 4.61, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:20, 437, 27320.437, 10.95918, 6.8078, 442.20, -12.58, -12.58, 12.80, -32.37, 23.18, 5.0, 329.062, 24.18, -12.58, 4.31, 675.52, 1.814, -16.46824, -68.10600, 6.7980, 10, 439.02, 10.94, 226.77, 4.37, 0.00, 0.00, 0.00, 11:36:02, 67.4, 55.7, 4.64, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:21, 387, 27321.387, 10.97501, 6.8116, 441.98, -12.60, -12.60, 12.97, -32.26, 23.17, 5.0, 329.083, 24.17, -12.60, 4.32, 683.73, 1.815, -16.46812, -68.10578, 6.8060, 10, 438.56, 12.38, 227.38, 4.47, 0.00, 0.00, 0.00, 11:36:04, 67.4, 55.5, 4.67, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:24, 387, 27324.387, 11.02501, 6.8234, 441.30, -12.58, -12.58, 12.97, -32.25, 23.15, 5.0, 329.254, 24.16, -12.58, 4.30, 685.89, 1.818, -16.46795, -68.10558, 6.8140, 10, 438.10, 11.50, 227.31, 4.26, 0.00, 0.00, 0.00, 11:36:06, 67.3, 55.4, 4.70, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:25, 427, 27325.427, 11.04235, 6.8275, 441.06, -12.62, -12.62, 12.88, -32.34, 23.15, 5.0, 329.254, 24.16, -12.62, 4.30, 679.30, 1.819, -16.46787, -68.10548, 6.8170, 10, 437.93, 10.70, 228.46, 4.23, 0.00, 0.00, 0.00, 11:36:07, 67.2, 55.4, 4.71, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:27, 387, 27327.387, 11.07501, 6.8360, 440.57, -12.57, -12.57, 13.17, -32.09, 23.12, 5.0, 329.422, 24.14, -12.57, 4.31, 698.20, 1.821, -16.46772, -68.10532, 6.8240, 10, 437.53, 10.94, 229.46, 4.30, 0.00, 0.00, 0.00, 11:36:09, 67.1, 55.3, 4.73, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:28, 337, 27328.337, 11.09085, 6.8398, 440.35, -12.59, -12.59, 13.10, -32.16, 23.11, 5.0, 329.444, 24.14, -12.59, 4.30, 693.71, 1.822, -16.46762, -68.10521, 6.8280, 10, 437.30, 12.06, 229.16, 4.30, 0.00, 0.00, 0.00, 11:36:10, 67.0, 55.2, 4.75, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:29, 427, 27329.427, 11.10901, 6.8435, 440.14, -12.66, -12.66, 13.35, -32.03, 23.12, 5.0, 329.400, 24.14, -12.66, 4.31, 703.30, 1.823, -16.46754, -68.10512, 6.8310, 10, 437.13, 12.86, 229.28, 4.28, 0.00, 0.00, 0.00, 11:36:11, 67.0, 55.1, 4.76, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:31, 407, 27331.407, 11.14201, 6.8509, 439.71, -12.65, -12.65, 13.35, -32.03, 23.10, 5.0, 329.505, 24.12, -12.65, 4.29, 704.56, 1.825, -16.46754, -68.10512, 6.8310, 10, 437.13, 12.86, 229.28, 4.28, 0.00, 0.00, 0.00, 11:36:11, 67.0, 55.1, 4.76, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:32, 417, 27332.417, 11.15885, 6.8546, 439.50, -12.67, -12.67, 13.33, -32.06, 23.09, 5.0, 329.525, 24.12, -12.67, 4.27, 702.70, 1.826, -16.46721, -68.10476, 6.8470, 10, 436.21, 14.01, 228.97, 4.32, 0.00, 0.00, 0.00, 11:36:15, 66.8, 54.9, 4.81, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:33, 427, 27333.427, 11.17568, 6.8584, 439.28, -12.72, -12.72, 13.51, -31.97, 23.09, 5.0, 329.509, 24.11, -12.72, 4.25, 709.68, 1.827, -16.46721, -68.10476, 6.8470, 10, 436.21, 13.39, 229.01, 4.21, 0.00, 0.00, 0.00, 11:36:15, 66.8, 54.9, 4.81, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:36, 397, 27336.397, 11.22518, 6.8695, 438.64, -12.77, -12.77, 13.56, -31.97, 23.06, 5.0, 329.583, 24.09, -12.77, 4.20, 710.47, 1.830, -16.46697, -68.10446, 6.8570, 10, 435.64, 12.69, 227.55, 4.12, 0.00, 0.00, 0.00, 11:36:18, 66.6, 54.7, 4.85, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:39, 387, 27339.387, 11.27501, 6.8810, 437.98, -12.86, -12.86, 13.75, -31.91, 23.04, 5.0, 329.611, 24.07, -12.86, 4.17, 716.28, 1.833, -16.46697, -68.10446, 6.8570, 10, 435.64, 12.69, 227.55, 4.12, 0.00, 0.00, 0.00, 11:36:18, 66.6, 54.7, 4.85, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:40, 427, 27340.427, 11.29235, 6.8845, 437.78, -12.85, -12.85, 13.90, -31.80, 23.03, 5.0, 329.667, 24.07, -12.85, 4.13, 725.02, 1.834, -16.46661, -68.10408, 6.8730, 10, 434.72, 13.58, 226.96, 4.10, 0.00, 0.00, 0.00, 11:36:22, 66.4, 54.5, 4.90, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:43, 437, 27343.437, 11.34251, 6.8957, 437.14, -12.89, -12.89, 14.20, -31.62, 23.01, 5.0, 329.754, 24.05, -12.89, 4.07, 739.36, 1.837, -16.46636, -68.10381, 6.8830, 10, 434.15, 13.64, 226.54, 4.04, 0.00, 0.00, 0.00, 11:36:25, 66.2, 54.3, 4.94, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:44, 427, 27344.427, 11.35901, 6.8998, 436.90, -12.93, -12.93, 14.43, -31.50, 23.00, 5.0, 329.755, 24.05, -12.93, 4.07, 749.33, 1.838, -16.46626, -68.10369, 6.8870, 10, 433.93, 13.98, 227.09, 4.04, 0.00, 0.00, 0.00, 11:36:26, 66.2, 54.3, 4.96, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:47, 367, 27347.367, 11.40801, 6.9107, 436.28, -12.99, -12.99, 14.29, -31.64, 22.98, 5.0, 329.813, 24.03, -12.99, 4.05, 739.51, 1.841, -16.46601, -68.10342, 6.8980, 10, 433.30, 13.81, 226.81, 3.98, 0.00, 0.00, 0.00, 11:36:29, 66.0, 54.1, 4.99, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:48, 367, 27348.367, 11.42468, 6.9147, 436.05, -13.04, -13.04, 14.24, -31.71, 22.97, 5.0, 329.799, 24.02, -13.04, 4.04, 734.32, 1.842, -16.46591, -68.10332, 6.9020, 10, 433.07, 13.22, 226.58, 3.98, 0.00, 0.00, 0.00, 11:36:30, 65.9, 54.0, 5.01, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:51, 397, 27351.397, 11.47518, 6.9248, 435.47, -13.06, -13.06, 14.22, -31.74, 22.95, 5.0, 329.899, 24.00, -13.06, 4.02, 733.08, 1.845, -16.46554, -68.10294, 6.9170, 10, 432.22, 15.02, 226.21, 4.04, 0.00, 0.00, 0.00, 11:36:34, 65.7, 53.8, 5.06, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:54, 397, 27354.397, 11.52518, 6.9362, 434.82, -13.12, -13.12, 13.63, -32.19, 22.92, 5.0, 329.964, 23.98, -13.12, 4.00, 700.27, 1.848, -16.46538, -68.10273, 6.9240, 10, 431.82, 14.19, 226.37, 3.90, 0.00, 0.00, 0.00, 11:36:36, 65.6, 53.7, 5.09, 0.00000, 0.00000, 0.000
26-07-2023, 07:35:57, 387, 27357.387, 11.57502, 6.9462, 434.25, -13.15, -13.15, 13.24, -32.49, 22.90, 5.0, 330.050, 23.97, -13.15, 3.97, 679.46, 1.850, -16.46538, -68.10273, 6.9240, 10, 431.82, 14.19, 226.37, 3.90, 0.00, 0.00, 0.00, 11:36:36, 65.6, 53.7, 5.09, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:01, 337, 27361.337, 11.64085, 6.9590, 433.52, -13.24, -13.24, 12.63, -33.00, 22.87, 5.0, 330.095, 23.95, -13.24, 3.92, 644.50, 1.853, -16.46458, -68.10193, 6.9510, 10, 430.30, 15.40, 225.39, 3.97, 0.00, 0.00, 0.00, 11:36:44, 65.1, 53.2, 5.20, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:04, 427, 27364.427, 11.69235, 6.9690, 432.95, -13.31, -13.31, 12.52, -33.14, 22.84, 5.0, 330.130, 23.93, -13.31, 3.85, 636.09, 1.856, -16.46440, -68.10172, 6.9570, 10, 429.96, 14.83, 225.69, 3.87, 0.00, 0.00, 0.00, 11:36:46, 65.0, 53.0, 5.23, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:07, 377, 27367.377, 11.74152, 6.9785, 432.41, -13.35, -13.35, 12.23, -33.39, 22.82, 5.0, 330.197, 23.92, -13.35, 3.80, 620.11, 1.858, -16.46412, -68.10142, 6.9660, 10, 429.45, 14.99, 225.66, 3.80, 0.00, 0.00, 0.00, 11:36:49, 64.9, 52.9, 5.28, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:08, 427, 27368.427, 11.75902, 6.9821, 432.21, -13.38, -13.38, 12.16, -33.46, 22.82, 5.0, 330.202, 23.91, -13.38, 3.70, 615.34, 1.859, -16.46399, -68.10130, 6.9690, 10, 429.28, 15.16, 225.12, 3.76, 0.00, 0.00, 0.00, 11:36:50, 64.8, 52.8, 5.29, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:10, 427, 27370.427, 11.79235, 6.9886, 431.84, -13.39, -13.39, 11.99, -33.60, 22.81, 5.0, 330.271, 23.91, -13.39, 3.67, 606.76, 1.860, -16.46381, -68.10110, 6.9760, 10, 428.88, 15.06, 225.40, 3.72, 0.00, 0.00, 0.00, 11:36:52, 64.7, 52.7, 5.32, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:11, 387, 27371.387, 11.80835, 6.9916, 431.67, -13.42, -13.42, 12.24, -33.43, 22.80, 5.0, 330.270, 23.90, -13.42, 3.65, 618.15, 1.861, -16.46360, -68.10090, 6.9820, 10, 428.55, 15.26, 225.23, 3.63, 0.00, 0.00, 0.00, 11:36:54, 64.6, 52.5, 5.35, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:13, 337, 27373.337, 11.84085, 6.9977, 431.32, -13.47, -13.47, 11.93, -33.71, 22.78, 5.0, 330.283, 23.89, -13.47, 3.63, 600.53, 1.862, -16.46352, -68.10080, 6.9850, 10, 428.38, 16.23, 224.81, 3.59, 0.00, 0.00, 0.00, 11:36:55, 64.5, 52.5, 5.36, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:14, 337, 27374.337, 11.85752, 7.0018, 431.09, -13.46, -13.46, 11.88, -33.74, 22.78, 5.0, 330.346, 23.89, -13.46, 3.63, 598.81, 1.863, -16.46341, -68.10067, 6.9880, 10, 428.21, 14.34, 226.06, 3.57, 0.00, 0.00, 0.00, 11:36:56, 64.5, 52.4, 5.38, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:15, 337, 27375.337, 11.87418, 7.0052, 430.90, -13.48, -13.48, 11.81, -33.81, 22.76, 5.0, 330.362, 23.89, -13.48, 3.61, 594.58, 1.864, -16.46329, -68.10057, 6.9910, 10, 428.04, 15.80, 224.82, 3.53, 0.00, 0.00, 0.00, 11:36:57, 64.4, 52.3, 5.40, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:17, 377, 27377.377, 11.90818, 7.0119, 430.52, -13.55, -13.55, 11.93, -33.77, 22.75, 5.0, 330.356, 23.88, -13.55, 3.58, 597.74, 1.865, -16.46313, -68.10035, 6.9980, 10, 427.64, 15.63, 226.51, 3.54, 0.00, 0.00, 0.00, 11:36:59, 64.3, 52.2, 5.43, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:18, 327, 27378.327, 11.92402, 7.0150, 430.34, -13.55, -13.55, 11.62, -34.02, 22.74, 5.0, 330.396, 23.87, -13.55, 3.57, 582.44, 1.866, -16.46301, -68.10023, 7.0010, 10, 427.48, 16.13, 225.61, 3.50, 0.00, 0.00, 0.00, 11:37:00, 64.2, 52.1, 5.44, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:20, 347, 27380.347, 11.95768, 7.0221, 429.94, -13.59, -13.59, 11.51, -34.14, 22.73, 5.0, 330.433, 23.86, -13.59, 3.55, 575.58, 1.867, -16.46283, -68.10002, 7.0080, 10, 427.08, 15.74, 226.57, 3.42, 0.00, 0.00, 0.00, 11:37:02, 64.2, 52.0, 5.47, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:21, 377, 27381.377, 11.97485, 7.0251, 429.77, -13.62, -13.62, 11.62, -34.07, 22.73, 5.0, 330.432, 23.85, -13.62, 3.53, 579.89, 1.868, -16.46261, -68.09982, 7.0140, 10, 426.75, 17.54, 225.82, 3.51, 0.00, 0.00, 0.00, 11:37:04, 64.0, 51.9, 5.50, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:24, 367, 27384.367, 12.02468, 7.0343, 429.25, -13.68, -13.68, 11.42, -34.28, 22.70, 5.0, 330.470, 23.84, -13.68, 3.48, 567.81, 1.870, -16.46243, -68.09957, 7.0210, 10, 426.35, 14.82, 227.53, 3.46, 0.00, 0.00, 0.00, 11:37:06, 64.0, 51.8, 5.53, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:25, 397, 27385.397, 12.04185, 7.0375, 429.07, -13.72, -13.72, 11.50, -34.24, 22.70, 5.0, 330.459, 23.83, -13.72, 3.46, 570.17, 1.870, -16.46232, -68.09947, 7.0240, 10, 426.18, 15.04, 226.61, 3.45, 0.00, 0.00, 0.00, 11:37:07, 63.9, 51.7, 5.55, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:27, 317, 27387.317, 12.07385, 7.0434, 428.74, -13.78, -13.78, 11.40, -34.37, 22.68, 5.0, 330.455, 23.82, -13.78, 3.45, 562.88, 1.872, -16.46214, -68.09926, 7.0300, 10, 425.85, 15.93, 226.86, 3.43, 0.00, 0.00, 0.00, 11:37:09, 63.8, 51.6, 5.58, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:28, 417, 27388.417, 12.09218, 7.0469, 428.54, -13.79, -13.79, 11.43, -34.35, 22.67, 5.0, 330.486, 23.82, -13.79, 3.44, 564.17, 1.872, -16.46202, -68.09914, 7.0340, 10, 425.62, 15.99, 227.13, 3.44, 0.00, 0.00, 0.00, 11:37:10, 63.8, 51.5, 5.59, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:30, 397, 27390.397, 12.12518, 7.0535, 428.17, -13.79, -13.79, 11.31, -34.45, 22.66, 5.0, 330.568, 23.81, -13.79, 3.43, 558.73, 1.874, -16.46186, -68.09892, 7.0400, 10, 425.29, 15.94, 227.08, 3.33, 0.00, 0.00, 0.00, 11:37:12, 63.7, 51.4, 5.62, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:31, 377, 27391.377, 12.14152, 7.0568, 427.98, -13.84, -13.84, 11.63, -34.23, 22.65, 5.0, 330.546, 23.80, -13.84, 3.42, 572.46, 1.874, -16.46164, -68.09872, 7.0470, 10, 424.90, 17.08, 226.61, 3.45, 0.00, 0.00, 0.00, 11:37:14, 63.6, 51.3, 5.65, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:34, 377, 27394.377, 12.19152, 7.0668, 427.42, -13.89, -13.89, 11.63, -34.27, 22.63, 5.0, 330.606, 23.79, -13.89, 3.40, 570.87, 1.876, -16.46145, -68.09846, 7.0530, 10, 424.56, 16.21, 227.30, 3.39, 0.00, 0.00, 0.00, 11:37:16, 63.5, 51.1, 5.69, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:35, 377, 27395.377, 12.20818, 7.0702, 427.23, -13.95, -13.95, 11.62, -34.32, 22.62, 5.0, 330.572, 23.78, -13.95, 3.38, 567.84, 1.877, -16.46134, -68.09837, 7.0560, 10, 424.39, 14.98, 227.62, 3.34, 0.00, 0.00, 0.00, 11:37:17, 63.4, 51.1, 5.70, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:37, 367, 27397.367, 12.24135, 7.0773, 426.83, -14.01, -14.01, 11.70, -34.30, 22.60, 5.0, 330.584, 23.77, -14.01, 3.39, 569.49, 1.879, -16.46134, -68.09837, 7.0560, 10, 424.39, 14.98, 227.62, 3.34, 0.00, 0.00, 0.00, 11:37:17, 63.4, 51.1, 5.70, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:38, 377, 27398.377, 12.25818, 7.0808, 426.63, -14.02, -14.02, 11.70, -34.31, 22.60, 5.0, 330.615, 23.76, -14.02, 3.37, 569.29, 1.879, -16.46105, -68.09801, 7.0670, 10, 423.78, 16.25, 227.37, 3.35, 0.00, 0.00, 0.00, 11:37:20, 63.3, 50.9, 5.75, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:41, 327, 27401.327, 12.30735, 7.0919, 426.01, -14.10, -14.10, 12.02, -34.12, 22.58, 5.0, 330.651, 23.76, -14.10, 3.37, 581.90, 1.881, -16.46064, -68.09757, 7.0800, 10, 423.05, 17.52, 227.02, 3.38, 0.00, 0.00, 0.00, 11:37:24, 63.1, 50.6, 5.81, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:42, 377, 27402.377, 12.32485, 7.0945, 425.86, -14.14, -14.14, 11.71, -34.39, 22.57, 5.0, 330.633, 23.76, -14.14, 3.34, 565.23, 1.882, -16.46057, -68.09745, 7.0840, 10, 422.83, 17.39, 228.07, 3.39, 0.00, 0.00, 0.00, 11:37:25, 63.1, 50.6, 5.83, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:44, 377, 27404.377, 12.35818, 7.1015, 425.47, -14.19, -14.19, 11.79, -34.37, 22.55, 5.0, 330.656, 23.75, -14.19, 3.34, 567.29, 1.883, -16.46048, -68.09731, 7.0870, 10, 422.66, 16.48, 228.27, 3.31, 0.00, 0.00, 0.00, 11:37:26, 63.1, 50.5, 5.85, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:45, 377, 27405.377, 12.37485, 7.1051, 425.27, -14.22, -14.22, 11.89, -34.31, 22.54, 5.0, 330.662, 23.74, -14.22, 3.34, 570.97, 1.884, -16.46036, -68.09721, 7.0910, 10, 422.44, 15.42, 228.68, 3.22, 0.00, 0.00, 0.00, 11:37:27, 63.0, 50.4, 5.86, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:47, 357, 27407.357, 12.40785, 7.1118, 424.89, -14.24, -14.24, 11.63, -34.53, 22.54, 5.0, 330.721, 23.73, -14.24, 3.32, 558.06, 1.886, -16.46036, -68.09721, 7.0910, 10, 422.44, 15.42, 228.68, 3.22, 0.00, 0.00, 0.00, 11:37:27, 63.0, 50.4, 5.86, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:48, 387, 27408.387, 12.42502, 7.1149, 424.72, -14.26, -14.26, 11.80, -34.41, 22.53, 5.0, 330.733, 23.73, -14.26, 3.31, 565.52, 1.886, -16.46006, -68.09682, 7.1020, 10, 421.83, 16.66, 228.45, 3.30, 0.00, 0.00, 0.00, 11:37:30, 62.9, 50.2, 5.91, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:51, 367, 27411.367, 12.47468, 7.1254, 424.13, -14.33, -14.33, 11.47, -34.73, 22.49, 5.0, 330.775, 23.71, -14.33, 3.33, 547.31, 1.888, -16.45964, -68.09637, 7.1150, 10, 421.10, 18.04, 228.14, 3.37, 0.00, 0.00, 0.00, 11:37:34, 62.7, 50.0, 5.98, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:52, 357, 27412.357, 12.49118, 7.1290, 423.93, -14.40, -14.40, 11.40, -34.84, 22.50, 5.0, 330.730, 23.70, -14.40, 3.34, 541.11, 1.889, -16.45957, -68.09626, 7.1180, 10, 420.94, 18.13, 228.83, 3.37, 0.00, 0.00, 0.00, 11:37:35, 62.7, 49.9, 5.99, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:54, 357, 27414.357, 12.52452, 7.1360, 423.54, -14.42, -14.42, 11.33, -34.91, 22.48, 5.0, 330.792, 23.69, -14.42, 3.35, 537.40, 1.890, -16.45948, -68.09612, 7.1220, 10, 420.71, 15.55, 230.21, 3.33, 0.00, 0.00, 0.00, 11:37:36, 62.7, 49.8, 6.01, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:55, 377, 27415.377, 12.54152, 7.1394, 423.35, -14.44, -14.44, 11.41, -34.86, 22.47, 5.0, 330.809, 23.69, -14.44, 3.35, 540.55, 1.891, -16.45935, -68.09600, 7.1260, 10, 420.49, 15.77, 228.85, 3.35, 0.00, 0.00, 0.00, 11:37:37, 62.6, 49.8, 6.03, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:57, 377, 27417.377, 12.57485, 7.1464, 422.96, -14.46, -14.46, 11.31, -34.96, 22.44, 5.0, 330.870, 23.68, -14.46, 3.36, 535.43, 1.892, -16.45918, -68.09576, 7.1330, 10, 420.10, 16.93, 228.89, 3.35, 0.00, 0.00, 0.00, 11:37:39, 62.6, 49.6, 6.06, 0.00000, 0.00000, 0.000
26-07-2023, 07:36:58, 367, 27418.367, 12.59135, 7.1498, 422.77, -14.50, -14.50, 11.39, -34.92, 22.44, 5.0, 330.862, 23.67, -14.50, 3.37, 537.69, 1.893, -16.45906, -68.09562, 7.1370, 10, 419.88, 17.13, 229.52, 3.30, 0.00, 0.00, 0.00, 11:37:40, 62.5, 49.6, 6.08, 0.00000, 0.00000, 0.000
26-07-2023, 07:37:01, 367, 27421.367, 12.64135, 7.1603, 422.18, -14.54, -14.54, 11.71, -34.70, 22.42, 5.0, 330.943, 23.66, -14.54, 3.39, 551.76, 1.895, -16.45864, -68.09512, 7.1500, 10, 419.16, 18.56, 228.95, 3.37, 0.00, 0.00, 0.00, 11:37:44, 62.4, 49.3, 6.15, 0.00000, 0.00000, 0.000
26-07-2023, 07:37:02, 387, 27422.387, 12.65835, 7.1638, 421.99, -14.58, -14.58, 11.57, -34.84, 22.41, 5.0, 330.934, 23.65, -14.58, 3.37, 543.62, 1.896, -16.45856, -68.09501, 7.1540, 10, 418.94, 18.51, 230.07, 3.46, 0.00, 0.00, 0.00, 11:37:45, 62.4, 49.3, 6.16, 0.00000, 0.00000, 0.000
26-07-2023, 07:37:03, 367, 27423.367, 12.67468, 7.1666, 421.83, -14.59, -14.59, 11.79, -34.67, 22.41, 5.0, 330.957, 23.65, -14.59, 3.36, 553.72, 1.896, -16.45856, -68.09501, 7.1540, 10, 418.94, 18.51, 230.07, 3.46, 0.00, 0.00, 0.00, 11:37:45, 62.4, 49.3, 6.16, 0.00000, 0.00000, 0.000
