NOAA/GMD balloon flight data file

SkySonde Client Version:, 1.1.1.8
Balloon Flight Name:, es202
Attached Instruments:, Radiosonde
Station Name:, esc
Station Latitude:, -16.62305
Station Longitude:, -68.12965
Station Altitude:, 4025.00 [m]
Station Pressure:, 646.38 [mb]
Station Temperature:, 10.000 [deg C]
Station Humidity:, 35.320 [% RH]
Radiosonde Serial Number / ID:, 44579
Pressure/Altitude Source:, iMet Radiosonde
Solar Radiation Correction:, Yes

date [d-m-y GMT], time [h:m:s GMT], milliseconds, seconds since midnight [GMT], elapsed minutes, altitude (from iMet PTU) [km], iMet pressure [mb], iMet air temperature (corrected) [deg C], iMet air temperature (raw) [deg C], iMet humidity [RH %], iMet frostpoint [deg C], iMet internal temperature [deg C], iMet battery voltage [V], iMet theta [K], iMet temperature (of pressure sensor) [deg C], iMet temperature (of humidity sensor) [deg C], iMet ascent rate [m/s], iMet water vapor mixing ratio [ppmv], iMet total column water [mm], GPS latitude, GPS longitude, GPS altitude [km], GPS num satellites, GPS pressure [mb], GPS wind speed [m/s], GPS wind direction [deg], GPS ascent rate [m/s], GPS(X) east velocity [m/s], GPS(X) north velocity [m/s], GPS(X) up velocity [m/s], GPS time [h:m:s GMT], GPS heading from launch [deg], GPS elevation angle from launch [deg], GPS distance from launch [km], predicted landing latitude, predicted landing longitude, predicted time to landing [min]
26-07-2023, 19:20:16, 377, 69616.377, 14.14019, 4.3632, 602.13, 2.80, 2.98, 19.07, -16.63, 18.25, 5.2, 319.030, 19.12, 2.98, -0.56, 2371.71, 0.019, -16.39764, -68.10358, 4.3660, 10, 619.57, 0.55, 292.63, -0.69, 0.00, 0.00, 0.00, 11:20:43, 134.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:17, 407, 69617.407, 14.15735, 4.3628, 602.16, 2.75, 2.93, 19.10, -16.65, 18.26, 5.2, 318.967, 19.12, 2.93, -0.53, 2366.90, 0.018, -16.39763, -68.10357, 4.3660, 10, 619.57, 0.63, 282.25, -0.66, 0.00, 0.00, 0.00, 11:20:44, 133.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:18, 427, 69618.427, 14.17435, 4.3622, 602.20, 2.89, 3.07, 19.07, -16.56, 18.26, 5.2, 319.123, 19.13, 3.07, -0.57, 2386.68, 0.018, -16.39763, -68.10356, 4.3650, 10, 619.65, 0.64, 289.16, -0.65, 0.00, 0.00, 0.00, 11:20:45, 133.0, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:19, 387, 69619.387, 14.19035, 4.3613, 602.27, 2.89, 3.07, 19.12, -16.54, 18.26, 5.2, 319.113, 19.13, 3.07, -0.60, 2392.67, 0.017, -16.39764, -68.10355, 4.3630, 10, 619.80, 0.67, 295.54, -0.69, 0.00, 0.00, 0.00, 11:20:46, 133.0, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:20, 397, 69620.397, 14.20719, 4.3602, 602.35, 2.85, 3.03, 19.18, -16.53, 18.26, 5.2, 319.054, 19.13, 3.03, -0.64, 2393.07, 0.015, -16.39765, -68.10355, 4.3610, 10, 619.96, 0.62, 304.12, -0.72, 0.00, 0.00, 0.00, 11:20:47, 133.7, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:21, 367, 69621.367, 14.22335, 4.3592, 602.43, 2.79, 2.97, 19.15, -16.59, 18.26, 5.2, 318.973, 19.14, 2.97, -0.65, 2378.82, 0.014, -16.39766, -68.10355, 4.3610, 10, 619.96, 0.67, 293.48, -0.72, 0.00, 0.00, 0.00, 11:20:48, 133.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:22, 377, 69622.377, 14.24019, 4.3585, 602.48, 2.78, 2.96, 19.21, -16.57, 18.27, 5.2, 318.954, 19.14, 2.96, -0.66, 2384.40, 0.013, -16.39765, -68.10353, 4.3610, 10, 619.96, 0.81, 271.87, -0.69, 0.00, 0.00, 0.00, 11:20:49, 132.5, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:23, 377, 69623.377, 14.25685, 4.3579, 602.52, 2.70, 2.88, 19.18, -16.65, 18.27, 5.2, 318.855, 19.14, 2.88, -0.66, 2367.00, 0.013, -16.39764, -68.10354, 4.3610, 10, 619.96, 0.61, 267.51, -0.69, 0.00, 0.00, 0.00, 11:20:50, 132.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:24, 357, 69624.357, 14.27319, 4.3575, 602.55, 2.72, 2.90, 19.24, -16.60, 18.27, 5.2, 318.874, 19.15, 2.90, -0.67, 2377.69, 0.012, -16.39764, -68.10353, 4.3610, 10, 619.96, 0.62, 262.58, -0.69, 0.00, 0.00, 0.00, 11:20:51, 132.1, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:25, 427, 69625.427, 14.29102, 4.3570, 602.59, 2.67, 2.85, 19.21, -16.65, 18.28, 5.2, 318.810, 19.15, 2.85, -0.67, 2365.38, 0.012, -16.39763, -68.10353, 4.3600, 10, 620.03, 0.51, 267.02, -0.72, 0.00, 0.00, 0.00, 11:20:52, 131.8, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:26, 357, 69626.357, 14.30652, 4.3567, 602.61, 2.63, 2.81, 19.27, -16.65, 18.27, 5.2, 318.761, 19.15, 2.81, -0.67, 2365.95, 0.011, -16.39762, -68.10352, 4.3600, 10, 620.03, 0.64, 253.09, -0.69, 0.00, 0.00, 0.00, 11:20:53, 130.4, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:27, 407, 69627.407, 14.32402, 4.3563, 602.64, 2.64, 2.82, 19.29, -16.63, 18.28, 5.2, 318.768, 19.15, 2.82, -0.68, 2369.99, 0.011, -16.39760, -68.10350, 4.3590, 10, 620.11, 0.86, 236.17, -0.69, 0.00, 0.00, 0.00, 11:20:54, 129.0, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:28, 407, 69628.407, 14.34069, 4.3554, 602.71, 2.64, 2.82, 19.30, -16.62, 18.28, 5.2, 318.757, 19.16, 2.82, -0.68, 2370.94, 0.010, -16.39759, -68.10349, 4.3580, 10, 620.19, 1.25, 227.18, -0.69, 0.00, 0.00, 0.00, 11:20:55, 127.9, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:29, 397, 69629.397, 14.35719, 4.3546, 602.77, 2.60, 2.78, 19.29, -16.66, 18.28, 5.2, 318.702, 19.16, 2.78, -0.69, 2362.74, 0.009, -16.39758, -68.10349, 4.3580, 10, 620.19, 1.29, 218.93, -0.66, 0.00, 0.00, 0.00, 11:20:56, 127.5, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:30, 407, 69630.407, 14.37402, 4.3541, 602.81, 2.53, 2.71, 19.38, -16.66, 18.29, 5.2, 318.615, 19.16, 2.71, -0.70, 2361.82, 0.008, -16.39757, -68.10349, 4.3580, 10, 620.19, 1.19, 211.21, -0.62, 0.00, 0.00, 0.00, 11:20:57, 127.0, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:31, 407, 69631.407, 14.39069, 4.3537, 602.84, 2.52, 2.70, 19.30, -16.72, 18.29, 5.2, 318.599, 19.17, 2.70, -0.68, 2350.25, 0.008, -16.39757, -68.10349, 4.3580, 10, 620.19, 1.27, 213.88, -0.62, 0.00, 0.00, 0.00, 11:20:58, 126.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:32, 397, 69632.397, 14.40719, 4.3535, 602.85, 2.53, 2.71, 19.27, -16.73, 18.29, 5.2, 318.609, 19.17, 2.71, -0.65, 2348.23, 0.008, -16.39755, -68.10348, 4.3570, 10, 620.26, 1.37, 211.40, -0.62, 0.00, 0.00, 0.00, 11:20:59, 125.7, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:33, 397, 69633.397, 14.42385, 4.3532, 602.87, 2.59, 2.77, 19.27, -16.68, 18.29, 5.2, 318.675, 19.17, 2.77, -0.63, 2358.22, 0.008, -16.39755, -68.10348, 4.3570, 10, 620.26, 1.32, 212.60, -0.55, 0.00, 0.00, 0.00, 11:21:00, 125.6, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:34, 407, 69634.407, 14.44069, 4.3532, 602.87, 2.54, 2.72, 19.29, -16.71, 18.30, 5.2, 318.618, 19.17, 2.72, -0.58, 2352.27, 0.008, -16.39755, -68.10348, 4.3570, 10, 620.26, 1.06, 208.73, -0.52, 0.00, 0.00, 0.00, 11:21:01, 125.5, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:35, 367, 69635.367, 14.45669, 4.3534, 602.86, 2.55, 2.73, 19.27, -16.71, 18.30, 5.2, 318.631, 19.17, 2.73, -0.57, 2351.54, 0.008, -16.39754, -68.10346, 4.3580, 10, 620.19, 0.99, 210.95, -0.48, 0.00, 0.00, 0.00, 11:21:02, 124.4, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:36, 417, 69636.417, 14.47419, 4.3534, 602.86, 2.52, 2.70, 19.38, -16.67, 18.30, 5.2, 318.596, 19.18, 2.70, -0.56, 2359.94, 0.008, -16.39753, -68.10346, 4.3580, 10, 620.19, 0.88, 200.37, -0.48, 0.00, 0.00, 0.00, 11:21:03, 123.9, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:37, 407, 69637.407, 14.49069, 4.3539, 602.82, 2.47, 2.65, 19.44, -16.68, 18.30, 5.2, 318.544, 19.18, 2.65, -0.53, 2359.00, 0.008, -16.39752, -68.10346, 4.3590, 10, 620.11, 0.98, 198.21, -0.45, 0.00, 0.00, 0.00, 11:21:04, 123.0, 88.7, 0.10, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:38, 427, 69638.427, 14.50769, 4.3541, 602.81, 2.62, 2.80, 19.38, -16.60, 18.30, 5.2, 318.719, 19.18, 2.80, -0.51, 2377.03, 0.008, -16.39750, -68.10346, 4.3590, 10, 620.11, 1.04, 196.85, -0.41, 0.00, 0.00, 0.00, 11:21:05, 122.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:39, 387, 69639.387, 14.52369, 4.3543, 602.79, 2.57, 2.75, 19.46, -16.59, 18.31, 5.2, 318.664, 19.18, 2.75, -0.49, 2378.45, 0.009, -16.39750, -68.10346, 4.3590, 10, 620.11, 1.00, 197.73, -0.41, 0.00, 0.00, 0.00, 11:21:06, 121.9, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:40, 387, 69640.387, 14.54035, 4.3542, 602.80, 2.63, 2.81, 19.51, -16.52, 18.31, 5.2, 318.732, 19.18, 2.81, -0.47, 2394.76, 0.009, -16.39748, -68.10347, 4.3590, 10, 620.11, 0.98, 185.92, -0.38, 0.00, 0.00, 0.00, 11:21:07, 121.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:41, 407, 69641.407, 14.55735, 4.3542, 602.80, 2.64, 2.82, 19.37, -16.59, 18.31, 5.2, 318.744, 19.19, 2.82, -0.43, 2379.23, 0.009, -16.39747, -68.10346, 4.3590, 10, 620.11, 1.22, 189.68, -0.31, 0.00, 0.00, 0.00, 11:21:08, 120.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:42, 407, 69642.407, 14.57402, 4.3547, 602.76, 2.54, 2.72, 19.38, -16.66, 18.31, 5.2, 318.634, 19.19, 2.72, -0.38, 2363.71, 0.009, -16.39745, -68.10346, 4.3600, 10, 620.03, 1.42, 188.24, -0.24, 0.00, 0.00, 0.00, 11:21:09, 119.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:43, 407, 69643.407, 14.59069, 4.3549, 602.75, 2.53, 2.71, 19.38, -16.66, 18.31, 5.2, 318.624, 19.19, 2.71, -0.35, 2362.06, 0.009, -16.39742, -68.10346, 4.3600, 10, 620.03, 1.65, 180.00, -0.24, 0.00, 0.00, 0.00, 11:21:10, 117.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:44, 407, 69644.407, 14.60735, 4.3545, 602.78, 2.54, 2.72, 19.38, -16.66, 18.32, 5.2, 318.631, 19.20, 2.72, -0.33, 2363.63, 0.009, -16.39741, -68.10345, 4.3590, 10, 620.11, 1.70, 183.43, -0.24, 0.00, 0.00, 0.00, 11:21:11, 116.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:45, 377, 69645.377, 14.62352, 4.3541, 602.81, 2.54, 2.72, 19.51, -16.58, 18.32, 5.2, 318.627, 19.20, 2.72, -0.31, 2379.40, 0.008, -16.39741, -68.10345, 4.3570, 10, 620.26, 1.47, 187.94, -0.31, 0.00, 0.00, 0.00, 11:21:12, 116.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:46, 407, 69646.407, 14.64069, 4.3530, 602.89, 2.51, 2.69, 19.41, -16.66, 18.32, 5.2, 318.580, 19.20, 2.69, -0.34, 2361.81, 0.007, -16.39741, -68.10344, 4.3570, 10, 620.26, 1.34, 193.22, -0.31, 0.00, 0.00, 0.00, 11:21:13, 115.8, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:47, 417, 69647.417, 14.65752, 4.3523, 602.94, 2.52, 2.70, 19.54, -16.58, 18.33, 5.2, 318.584, 19.20, 2.70, -0.34, 2379.17, 0.006, -16.39740, -68.10344, 4.3560, 10, 620.34, 1.39, 192.72, -0.31, 0.00, 0.00, 0.00, 11:21:14, 115.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:48, 407, 69648.407, 14.67402, 4.3519, 602.97, 2.51, 2.69, 19.54, -16.59, 18.32, 5.2, 318.568, 19.21, 2.69, -0.32, 2377.36, 0.006, -16.39740, -68.10344, 4.3550, 10, 620.42, 1.29, 198.45, -0.28, 0.00, 0.00, 0.00, 11:21:15, 115.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:49, 407, 69649.407, 14.69069, 4.3511, 603.03, 2.48, 2.66, 19.60, -16.58, 18.33, 5.2, 318.524, 19.21, 2.66, -0.31, 2379.34, 0.005, -16.39739, -68.10345, 4.3550, 10, 620.42, 1.13, 190.36, -0.21, 0.00, 0.00, 0.00, 11:21:16, 114.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:50, 377, 69650.377, 14.70685, 4.3510, 603.04, 2.42, 2.60, 19.57, -16.64, 18.33, 5.2, 318.453, 19.21, 2.60, -0.28, 2365.50, 0.005, -16.39737, -68.10345, 4.3550, 10, 620.42, 1.10, 190.60, -0.21, 0.00, 0.00, 0.00, 11:21:17, 113.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:51, 407, 69651.407, 14.72402, 4.3510, 603.04, 2.39, 2.57, 19.54, -16.68, 18.34, 5.2, 318.419, 19.21, 2.57, -0.26, 2356.82, 0.005, -16.39737, -68.10345, 4.3560, 10, 620.34, 0.79, 194.82, -0.17, 0.00, 0.00, 0.00, 11:21:18, 113.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:52, 407, 69652.407, 14.74069, 4.3514, 603.01, 2.38, 2.56, 19.63, -16.64, 18.33, 5.2, 318.412, 19.22, 2.56, -0.23, 2366.13, 0.005, -16.39736, -68.10346, 4.3570, 10, 620.26, 0.64, 170.92, -0.14, 0.00, 0.00, 0.00, 11:21:19, 113.6, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:53, 367, 69653.367, 14.75669, 4.3518, 602.98, 2.39, 2.57, 19.57, -16.67, 18.34, 5.2, 318.428, 19.22, 2.57, -0.20, 2360.68, 0.006, -16.39736, -68.10348, 4.3580, 10, 620.19, 0.78, 148.45, -0.10, 0.00, 0.00, 0.00, 11:21:20, 114.1, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:54, 367, 69654.367, 14.77335, 4.3527, 602.91, 2.44, 2.62, 19.57, -16.63, 18.34, 5.2, 318.496, 19.22, 2.62, -0.15, 2369.39, 0.007, -16.39738, -68.10349, 4.3580, 10, 620.19, 0.70, 119.45, -0.07, 0.00, 0.00, 0.00, 11:21:21, 115.6, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:55, 367, 69655.367, 14.79002, 4.3527, 602.91, 2.42, 2.60, 19.57, -16.64, 18.33, 5.2, 318.473, 19.23, 2.60, -0.14, 2366.01, 0.007, -16.39740, -68.10349, 4.3570, 10, 620.26, 0.61, 92.49, -0.10, 0.00, 0.00, 0.00, 11:21:22, 116.6, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:56, 417, 69656.417, 14.80752, 4.3528, 602.90, 2.40, 2.58, 19.63, -16.63, 18.34, 5.2, 318.451, 19.23, 2.58, -0.12, 2369.93, 0.007, -16.39741, -68.10349, 4.3570, 10, 620.26, 0.63, 75.39, -0.07, 0.00, 0.00, 0.00, 11:21:23, 117.2, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:57, 377, 69657.377, 14.82352, 4.3528, 602.90, 2.34, 2.52, 19.71, -16.63, 18.34, 5.2, 318.382, 19.23, 2.52, -0.09, 2369.44, 0.007, -16.39742, -68.10348, 4.3560, 10, 620.34, 0.59, 43.81, -0.07, 0.00, 0.00, 0.00, 11:21:24, 117.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:58, 377, 69658.377, 14.84019, 4.3523, 602.94, 2.30, 2.48, 19.68, -16.68, 18.35, 5.2, 318.330, 19.23, 2.48, -0.08, 2358.92, 0.006, -16.39743, -68.10348, 4.3550, 10, 620.42, 0.87, 27.89, -0.10, 0.00, 0.00, 0.00, 11:21:25, 118.2, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:20:59, 377, 69659.377, 14.85685, 4.3515, 603.00, 2.32, 2.50, 19.63, -16.69, 18.35, 5.2, 318.344, 19.24, 2.50, -0.09, 2356.04, 0.006, -16.39743, -68.10347, 4.3530, 10, 620.57, 0.98, 18.21, -0.17, 0.00, 0.00, 0.00, 11:21:26, 118.4, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:00, 407, 69660.407, 14.87402, 4.3507, 603.06, 2.36, 2.54, 19.76, -16.59, 18.35, 5.2, 318.381, 19.24, 2.54, -0.10, 2378.24, 0.005, -16.39745, -68.10346, 4.3520, 10, 620.65, 1.14, 0.00, -0.21, 0.00, 0.00, 0.00, 11:21:27, 118.9, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:01, 407, 69661.407, 14.89069, 4.3495, 603.15, 2.51, 2.69, 19.68, -16.51, 18.36, 5.2, 318.541, 19.24, 2.69, -0.14, 2393.73, 0.003, -16.39746, -68.10346, 4.3510, 10, 620.72, 1.29, 350.92, -0.21, 0.00, 0.00, 0.00, 11:21:28, 119.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:02, 367, 69662.367, 14.90669, 4.3488, 603.20, 2.63, 2.81, 19.64, -16.44, 18.36, 5.2, 318.672, 19.24, 2.81, -0.15, 2409.19, 0.003, -16.39746, -68.10346, 4.3500, 10, 620.80, 1.08, 343.55, -0.24, 0.00, 0.00, 0.00, 11:21:29, 119.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:03, 367, 69663.367, 14.92335, 4.3476, 603.29, 2.75, 2.93, 19.77, -16.28, 18.36, 5.2, 318.797, 19.24, 2.93, -0.19, 2445.63, 0.001, -16.39746, -68.10345, 4.3490, 10, 620.88, 0.99, 335.70, -0.28, 0.00, 0.00, 0.00, 11:21:30, 119.7, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:04, 367, 69664.367, 14.94002, 4.3467, 603.36, 2.73, 2.91, 19.69, -16.34, 18.36, 5.2, 318.764, 19.25, 2.91, -0.23, 2431.97, 0.000, -16.39747, -68.10346, 4.3480, 10, 620.95, 0.88, 339.63, -0.34, 0.00, 0.00, 0.00, 11:21:31, 120.1, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:05, 387, 69665.387, 14.95702, 4.3461, 603.40, 2.75, 2.93, 19.69, -16.33, 18.36, 5.2, 318.781, 19.25, 2.93, -0.25, 2435.28, -0.001, -16.39746, -68.10347, 4.3480, 10, 620.95, 0.67, 351.27, -0.34, 0.00, 0.00, 0.00, 11:21:32, 120.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:06, 377, 69666.377, 14.97352, 4.3456, 603.44, 2.74, 2.92, 19.66, -16.35, 18.37, 5.2, 318.763, 19.25, 2.92, -0.29, 2429.67, -0.001, -16.39746, -68.10348, 4.3480, 10, 620.95, 0.53, 0.00, -0.38, 0.00, 0.00, 0.00, 11:21:33, 120.5, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:07, 407, 69667.407, 14.99069, 4.3451, 603.48, 2.63, 2.81, 19.72, -16.40, 18.37, 5.2, 318.630, 19.25, 2.81, -0.31, 2417.93, -0.002, -16.39746, -68.10349, 4.3490, 10, 620.88, 0.42, 28.73, -0.35, 0.00, 0.00, 0.00, 11:21:34, 120.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:08, 367, 69668.367, 15.00669, 4.3447, 603.51, 2.67, 2.85, 19.75, -16.35, 18.37, 5.2, 318.672, 19.25, 2.85, -0.33, 2428.41, -0.002, -16.39745, -68.10349, 4.3490, 10, 620.88, 0.30, 90.00, -0.35, 0.00, 0.00, 0.00, 11:21:35, 119.6, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:09, 397, 69669.397, 15.02385, 4.3449, 603.49, 2.52, 2.70, 19.67, -16.51, 18.38, 5.2, 318.501, 19.26, 2.70, -0.32, 2392.90, -0.002, -16.39744, -68.10349, 4.3490, 10, 620.88, 0.49, 123.08, -0.35, 0.00, 0.00, 0.00, 11:21:36, 119.3, 88.8, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:10, 407, 69670.407, 15.04069, 4.3443, 603.54, 2.30, 2.48, 19.77, -16.63, 18.37, 5.2, 318.240, 19.26, 2.48, -0.34, 2367.42, -0.003, -16.39743, -68.10351, 4.3490, 10, 620.88, 0.70, 119.45, -0.34, 0.00, 0.00, 0.00, 11:21:37, 119.6, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:11, 367, 69671.367, 15.05669, 4.3445, 603.52, 2.22, 2.40, 19.71, -16.72, 18.38, 5.2, 318.150, 19.26, 2.40, -0.35, 2346.84, -0.002, -16.39742, -68.10352, 4.3490, 10, 620.88, 1.03, 128.02, -0.38, 0.00, 0.00, 0.00, 11:21:38, 118.9, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:12, 397, 69672.397, 15.07385, 4.3444, 603.53, 2.34, 2.52, 19.76, -16.60, 18.38, 5.2, 318.287, 19.26, 2.52, -0.36, 2373.03, -0.003, -16.39741, -68.10352, 4.3490, 10, 620.88, 1.16, 135.28, -0.38, 0.00, 0.00, 0.00, 11:21:39, 118.5, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:13, 407, 69673.407, 15.09069, 4.3440, 603.56, 2.53, 2.71, 19.78, -16.44, 18.38, 5.2, 318.502, 19.26, 2.71, -0.36, 2407.76, -0.003, -16.39741, -68.10353, 4.3490, 10, 620.88, 1.12, 133.37, -0.34, 0.00, 0.00, 0.00, 11:21:40, 118.9, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:14, 397, 69674.397, 15.10719, 4.3441, 603.55, 2.65, 2.83, 19.75, -16.37, 18.38, 5.2, 318.643, 19.27, 2.83, -0.34, 2424.80, -0.003, -16.39740, -68.10353, 4.3500, 10, 620.80, 1.12, 140.86, -0.24, 0.00, 0.00, 0.00, 11:21:41, 118.4, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:15, 397, 69675.397, 15.12385, 4.3448, 603.50, 2.80, 2.98, 19.69, -16.29, 18.39, 5.2, 318.823, 19.27, 2.98, -0.28, 2443.58, -0.002, -16.39739, -68.10352, 4.3510, 10, 620.72, 1.09, 158.00, -0.21, 0.00, 0.00, 0.00, 11:21:42, 116.9, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:16, 407, 69676.407, 15.14069, 4.3452, 603.47, 2.63, 2.81, 19.72, -16.40, 18.39, 5.2, 318.632, 19.27, 2.81, -0.24, 2417.98, -0.002, -16.39738, -68.10351, 4.3520, 10, 620.65, 0.93, 160.77, -0.14, 0.00, 0.00, 0.00, 11:21:43, 116.3, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:17, 417, 69677.417, 15.15752, 4.3453, 603.46, 2.51, 2.69, 19.70, -16.50, 18.39, 5.2, 318.494, 19.27, 2.69, -0.23, 2394.98, -0.001, -16.39737, -68.10351, 4.3520, 10, 620.65, 1.00, 168.28, -0.10, 0.00, 0.00, 0.00, 11:21:44, 115.1, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:18, 407, 69678.407, 15.17402, 4.3456, 603.44, 2.51, 2.69, 19.70, -16.50, 18.39, 5.2, 318.497, 19.28, 2.69, -0.19, 2395.05, -0.001, -16.39736, -68.10350, 4.3510, 10, 620.72, 1.01, 185.77, -0.14, 0.00, 0.00, 0.00, 11:21:45, 114.5, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:19, 407, 69679.407, 15.19069, 4.3455, 603.45, 2.42, 2.60, 19.68, -16.58, 18.40, 5.2, 318.392, 19.28, 2.60, -0.19, 2377.26, -0.001, -16.39737, -68.10350, 4.3490, 10, 620.88, 0.64, 198.45, -0.21, 0.00, 0.00, 0.00, 11:21:46, 115.4, 88.9, 0.08, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:20, 397, 69680.397, 15.20719, 4.3452, 603.47, 2.36, 2.54, 19.76, -16.59, 18.40, 5.2, 318.320, 19.28, 2.54, -0.20, 2376.66, -0.002, -16.39738, -68.10349, 4.3480, 10, 620.95, 0.52, 231.98, -0.28, 0.00, 0.00, 0.00, 11:21:47, 115.9, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:21, 357, 69681.357, 15.22319, 4.3455, 603.45, 2.29, 2.47, 19.63, -16.71, 18.42, 5.2, 318.242, 19.28, 2.47, -0.20, 2349.29, -0.001, -16.39739, -68.10349, 4.3480, 10, 620.95, 0.69, 242.47, -0.31, 0.00, 0.00, 0.00, 11:21:48, 115.8, 88.9, 0.09, 0.00000, 0.00000, 0.000
26-07-2023, 19:21:23, 357, 69683.357, 15.25652, 4.3435, 603.60, 2.10, 2.28, 19.74, -16.80, 18.41, 5.2, 318.000, 19.28, 2.28, -0.28, 2330.02, -0.004, -16.39739, -68.10349, 4.3460, 10, 621.11, 0.49, 247.37, -0.40, 0.00, 0.00, 0.00, 11:21:50, 116.1, 88.9, 0.09, 0.00000, 0.00000, 0.000
