		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
26/07/23	14:55	13.1	13.1	13.0	7	-22.1	0.4	W	0.13	5.4	SSW	13.1	10.6	10.6	660.1	0.00	0.0	0.018	0.000	20.1	17	-5.7	17.2	4.05	 .7798	104	4	99.0	5
26/07/23	15:00	13.3	13.3	13.1	7	-21.9	0.0	WSW	0.00	3.6	WSW	13.3	10.7	10.7	660.1	0.00	0.0	0.018	0.000	20.2	17	-5.6	17.4	4.05	 .7794	102	4	97.1	5
26/07/23	15:05	13.4	13.4	13.3	7	-21.8	0.4	NNW	0.13	4.9	NNW	13.4	10.9	10.9	660.0	0.00	0.0	0.017	0.000	20.2	17	-5.6	17.4	4.05	 .7794	107	4	100.0	5
26/07/23	15:10	13.3	13.5	13.3	7	-21.9	1.8	NNE	0.54	4.0	NW	13.2	10.8	10.7	659.9	0.00	0.0	0.017	0.000	20.2	17	-5.6	17.4	4.05	 .7792	106	4	100.0	5
26/07/23	15:15	13.2	13.3	13.2	7	-22.0	1.3	NNE	0.40	3.6	NNW	13.2	10.7	10.7	659.8	0.00	0.0	0.018	0.000	20.2	17	-5.6	17.4	4.05	 .7792	104	4	99.0	5
26/07/23	15:20	13.4	13.4	13.2	6	-23.6	0.0	---	0.00	0.0	---	13.4	10.8	10.8	659.7	0.00	0.0	0.017	0.000	20.2	17	-5.6	17.4	4.05	 .7790	103	4	98.1	5
26/07/23	15:25	13.6	13.7	13.4	5	-25.5	2.7	NNW	0.80	7.2	NNW	13.0	10.9	10.3	659.8	0.00	0.0	0.016	0.000	20.3	17	-5.6	17.4	4.05	 .7790	105	4	100.0	5
26/07/23	15:30	13.2	13.6	13.2	5	-25.7	2.7	NW	0.80	6.3	NW	12.6	10.7	10.0	659.8	0.00	0.0	0.018	0.000	20.3	17	-5.6	17.4	4.05	 .7790	103	4	98.1	5
26/07/23	15:35	13.2	13.2	13.2	5	-25.8	1.3	NNE	0.40	6.3	N	13.2	10.6	10.6	659.6	0.00	0.0	0.018	0.000	20.3	17	-5.6	17.4	4.05	 .7788	107	4	100.0	5
26/07/23	15:40	13.5	13.5	13.2	5	-25.5	1.8	NNE	0.54	7.2	NNE	13.4	10.8	10.8	659.6	0.00	0.0	0.017	0.000	20.3	17	-5.6	17.4	4.05	 .7788	103	4	98.1	5
26/07/23	15:45	13.6	13.6	13.5	5	-25.5	3.6	N	1.07	5.8	NE	12.3	10.9	9.7	659.6	0.00	0.0	0.017	0.000	20.4	17	-5.5	17.6	4.05	 .7784	105	4	100.0	5
26/07/23	15:50	13.3	13.6	13.3	5	-25.7	3.1	N	0.94	6.3	N	12.4	10.7	9.8	659.7	0.00	0.0	0.017	0.000	20.4	17	-5.5	17.6	4.05	 .7785	103	4	98.1	5
26/07/23	15:55	13.7	13.7	13.3	5	-25.4	0.0	NNE	0.00	0.9	NNE	13.7	11.0	11.0	659.7	0.00	0.0	0.016	0.000	20.4	16	-6.3	17.5	3.92	 .7788	102	4	97.1	5
26/07/23	16:00	13.6	13.7	13.6	5	-25.5	0.9	NNE	0.27	4.9	NE	13.6	10.9	10.9	659.6	0.00	0.0	0.017	0.000	20.5	17	-5.4	17.7	4.05	 .7780	103	4	98.1	5
26/07/23	16:05	13.5	13.6	13.4	5	-25.5	0.4	N	0.13	4.9	NNE	13.5	10.8	10.8	659.6	0.00	0.0	0.017	0.000	20.5	17	-5.4	17.7	4.05	 .7781	104	4	99.0	5
26/07/23	16:10	13.6	13.6	13.5	5	-25.5	2.7	N	0.80	6.3	N	13.0	10.9	10.3	659.7	0.00	0.0	0.016	0.000	20.5	16	-6.2	17.7	3.93	 .7785	101	4	96.2	5
26/07/23	16:15	13.4	13.6	13.4	5	-25.6	2.7	W	0.80	5.8	W	12.7	10.8	10.1	659.7	0.00	0.0	0.017	0.000	20.5	17	-5.4	17.7	4.05	 .7782	103	4	98.1	5
26/07/23	16:20	13.4	13.4	13.4	5	-25.6	3.1	N	0.94	8.0	NNW	12.6	10.8	9.9	659.7	0.00	0.0	0.017	0.000	20.6	17	-5.4	17.8	4.05	 .7780	105	4	100.0	5
26/07/23	16:25	13.3	13.4	13.3	4	-28.1	1.8	NNW	0.54	5.4	N	13.2	10.7	10.6	659.6	0.00	0.0	0.017	0.000	20.6	16	-6.2	17.7	3.93	 .7782	105	4	100.0	5
26/07/23	16:30	13.4	13.4	13.3	4	-28.0	3.1	NW	0.94	6.7	N	12.6	10.8	9.9	659.7	0.00	0.0	0.017	0.000	20.6	16	-6.2	17.7	3.93	 .7783	101	4	96.2	5
26/07/23	16:35	13.5	13.6	13.5	4	-28.0	3.6	NNW	1.07	7.2	NNW	12.3	10.8	9.6	659.8	0.00	0.0	0.017	0.000	20.6	16	-6.2	17.7	3.93	 .7784	100	4	95.2	5
26/07/23	16:40	13.4	13.5	13.4	3	-31.1	2.2	NNW	0.67	4.0	NE	13.0	10.7	10.3	659.8	0.00	0.0	0.017	0.000	20.7	16	-6.1	17.8	3.93	 .7781	100	4	95.2	5
26/07/23	16:45	13.5	13.5	13.4	3	-31.0	1.8	N	0.54	4.9	N	13.4	10.8	10.8	659.8	0.00	0.0	0.017	0.000	20.7	15	-6.9	17.8	3.72	 .7784	101	4	96.2	5
26/07/23	16:50	13.5	13.5	13.4	4	-28.0	0.4	NNE	0.13	3.1	NNE	13.5	10.8	10.8	659.9	0.00	0.0	0.017	0.000	20.7	15	-6.9	17.8	3.72	 .7785	99	4	94.3	5
26/07/23	16:55	13.5	13.5	13.5	4	-28.0	0.0	NW	0.00	0.4	NW	13.5	10.8	10.8	659.9	0.00	0.0	0.017	0.000	20.7	16	-6.1	17.8	3.93	 .7782	99	4	94.3	5
26/07/23	17:00	13.3	13.5	13.3	4	-28.1	0.4	NNW	0.13	3.1	NW	13.3	10.7	10.7	659.8	0.00	0.0	0.018	0.000	20.7	16	-6.1	17.8	3.93	 .7781	102	4	97.1	5
26/07/23	17:05	13.2	13.3	13.2	4	-28.2	1.3	NW	0.40	4.5	NW	13.2	10.6	10.6	659.9	0.00	0.0	0.018	0.000	20.7	16	-6.1	17.8	3.93	 .7782	102	4	97.1	5
26/07/23	17:10	13.1	13.2	13.1	4	-28.3	0.9	NNW	0.27	3.6	NNW	13.1	10.6	10.6	659.8	0.00	0.0	0.018	0.000	20.7	16	-6.1	17.8	3.93	 .7781	103	4	98.1	5
26/07/23	17:15	13.2	13.2	13.1	4	-28.2	0.4	NNW	0.13	2.2	NNW	13.2	10.6	10.6	659.8	0.00	0.0	0.018	0.000	20.7	16	-6.1	17.8	3.93	 .7781	99	4	94.3	5
26/07/23	17:20	13.2	13.3	13.2	3	-31.2	0.4	N	0.13	2.2	NNW	13.2	10.6	10.6	659.7	0.00	0.0	0.018	0.000	20.7	15	-6.9	17.8	3.72	 .7783	99	4	94.3	5
26/07/23	17:25	13.1	13.2	13.1	3	-31.3	0.4	NW	0.13	1.3	NW	13.1	10.6	10.6	659.7	0.00	0.0	0.018	0.000	20.7	16	-6.1	17.8	3.93	 .7780	100	4	95.2	5
26/07/23	17:30	13.0	13.1	13.0	4	-28.3	0.4	NNW	0.13	1.8	NNW	13.0	10.4	10.4	659.8	0.00	0.0	0.019	0.000	20.7	15	-6.9	17.8	3.72	 .7784	104	4	99.0	5
26/07/23	17:35	12.9	13.0	12.9	3	-31.5	0.4	NW	0.13	1.3	NNW	12.9	10.4	10.4	659.8	0.00	0.0	0.019	0.000	20.7	15	-6.9	17.8	3.72	 .7784	105	4	100.0	5
26/07/23	17:40	12.6	12.9	12.6	3	-31.7	0.0	N	0.00	0.9	NNW	12.6	10.1	10.1	659.8	0.00	0.0	0.020	0.000	20.7	15	-6.9	17.8	3.72	 .7784	102	4	97.1	5
26/07/23	17:45	12.2	12.6	12.2	4	-28.9	0.0	NW	0.00	0.9	NNW	12.2	9.9	9.9	660.0	0.00	0.0	0.021	0.000	20.7	16	-6.1	17.8	3.93	 .7783	101	4	96.2	5
26/07/23	17:50	11.9	12.2	11.9	4	-29.1	0.4	NW	0.13	4.0	NW	11.9	9.7	9.7	660.0	0.00	0.0	0.022	0.000	20.7	16	-6.1	17.8	3.93	 .7783	98	4	93.3	5
26/07/23	17:55	11.7	11.9	11.7	4	-29.2	0.0	WNW	0.00	0.4	WNW	11.7	9.6	9.6	660.1	0.00	0.0	0.023	0.000	20.7	16	-6.1	17.8	3.93	 .7784	98	4	93.3	5
26/07/23	18:00	11.6	11.7	11.6	4	-29.3	0.0	---	0.00	0.0	---	11.6	9.5	9.5	660.1	0.00	0.0	0.023	0.000	20.7	16	-6.1	17.8	3.93	 .7785	98	4	93.3	5
26/07/23	18:05	11.5	11.6	11.5	3	-32.4	0.0	---	0.00	0.0	---	11.5	9.4	9.4	660.3	0.00	0.0	0.024	0.000	20.7	16	-6.1	17.8	3.93	 .7787	99	4	94.3	5
26/07/23	18:10	11.3	11.5	11.3	16	-13.6	0.0	---	0.00	0.0	---	11.3	9.6	9.6	660.4	0.00	0.0	0.024	0.000	20.7	16	-6.1	17.8	3.93	 .7788	99	4	94.3	5
26/07/23	18:15	10.8	11.3	10.8	24	-9.0	0.4	S	0.13	4.5	S	10.8	9.3	9.3	660.5	0.00	0.0	0.026	0.000	20.7	16	-6.1	17.8	3.93	 .7789	99	4	94.3	5
26/07/23	18:20	10.2	10.8	10.2	29	-7.1	2.7	S	0.80	5.4	S	8.9	9.1	7.8	660.6	0.00	0.0	0.028	0.000	20.7	16	-6.1	17.8	3.93	 .7791	104	4	99.0	5
26/07/23	18:25	9.8	10.2	9.8	31	-6.6	2.2	S	0.67	4.5	S	8.7	8.7	7.7	660.7	0.00	0.0	0.030	0.000	20.7	17	-5.3	17.9	4.05	 .7788	101	4	96.2	5
26/07/23	18:30	9.6	9.8	9.6	33	-5.9	1.8	S	0.54	4.5	SSE	8.9	8.6	7.9	660.7	0.00	0.0	0.030	0.000	20.7	17	-5.3	17.9	4.05	 .7789	100	4	95.2	5
26/07/23	18:35	9.6	9.6	9.6	34	-5.6	1.3	S	0.40	3.1	S	9.3	8.6	8.3	660.8	0.00	0.0	0.030	0.000	20.6	17	-5.4	17.8	4.05	 .7793	101	4	96.2	5
26/07/23	18:40	9.4	9.6	9.4	34	-5.7	0.9	S	0.27	3.1	S	9.4	8.5	8.5	660.8	0.00	0.0	0.031	0.000	20.6	17	-5.4	17.8	4.05	 .7793	99	4	94.3	5
26/07/23	18:45	9.4	9.4	9.3	35	-5.3	0.9	S	0.27	2.7	S	9.4	8.4	8.4	660.9	0.00	0.0	0.031	0.000	20.6	17	-5.4	17.8	4.05	 .7794	97	4	92.4	5
26/07/23	18:50	9.3	9.3	9.3	36	-5.1	0.4	S	0.13	1.8	S	9.3	8.3	8.3	660.9	0.00	0.0	0.031	0.000	20.6	17	-5.4	17.8	4.05	 .7794	99	4	94.3	5
26/07/23	18:55	9.1	9.3	9.1	36	-5.2	0.0	S	0.00	2.2	S	9.1	8.2	8.2	660.8	0.00	0.0	0.032	0.000	20.5	17	-5.4	17.7	4.05	 .7795	103	4	98.1	5
26/07/23	19:00	9.0	9.1	9.0	37	-4.9	0.9	S	0.27	1.8	S	9.0	8.1	8.1	660.9	0.00	0.0	0.032	0.000	20.5	17	-5.4	17.7	4.05	 .7795	102	4	97.1	5
26/07/23	19:05	8.9	9.0	8.9	38	-4.7	0.4	WSW	0.13	1.8	S	8.9	8.0	8.0	660.9	0.00	0.0	0.033	0.000	20.5	17	-5.4	17.7	4.05	 .7796	101	4	96.2	5
26/07/23	19:10	8.7	8.9	8.7	35	-5.9	0.9	N	0.27	2.2	NW	8.7	7.8	7.8	661.0	0.00	0.0	0.033	0.000	20.5	17	-5.4	17.7	4.05	 .7797	97	4	92.4	5
26/07/23	19:15	8.5	8.7	8.5	31	-7.7	1.3	N	0.40	2.7	NNW	8.1	7.5	7.1	661.1	0.00	0.0	0.034	0.000	20.5	17	-5.4	17.7	4.05	 .7798	101	4	96.2	5
26/07/23	19:20	8.3	8.5	8.3	33	-7.1	1.3	NW	0.40	2.2	NW	7.9	7.3	6.9	661.1	0.00	0.0	0.035	0.000	20.5	18	-4.7	17.8	4.25	 .7795	99	4	94.3	5
26/07/23	19:25	8.0	8.3	8.0	35	-6.6	1.3	NW	0.40	2.2	NW	7.6	7.1	6.7	661.3	0.00	0.0	0.036	0.000	20.5	18	-4.7	17.8	4.25	 .7798	99	4	94.3	5
26/07/23	19:30	7.8	8.0	7.8	35	-6.7	0.0	NW	0.00	1.3	NW	7.8	6.9	6.9	661.3	0.00	0.0	0.036	0.000	20.5	18	-4.7	17.8	4.25	 .7797	102	4	97.1	5
26/07/23	19:35	7.8	7.8	7.7	36	-6.4	0.0	---	0.00	0.0	---	7.8	6.9	6.9	661.4	0.00	0.0	0.037	0.000	20.4	18	-4.8	17.6	4.25	 .7802	78	4	74.3	5
26/07/23	19:40	7.8	7.8	7.7	37	-6.0	0.0	---	0.00	0.0	---	7.8	6.9	6.9	661.4	0.00	0.0	0.037	0.000	20.6	18	-4.6	17.8	4.25	 .7797	19	4	18.1	5
26/07/23	19:45	7.7	7.8	7.7	38	-5.7	0.0	---	0.00	0.0	---	7.7	6.9	6.9	661.5	0.00	0.0	0.037	0.000	20.5	18	-4.7	17.8	4.25	 .7801	96	4	91.4	5
26/07/23	19:50	7.7	7.7	7.7	39	-5.4	0.0	---	0.00	0.0	---	7.7	6.8	6.8	661.7	0.00	0.0	0.037	0.000	20.4	18	-4.8	17.6	4.25	 .7806	100	4	95.2	5
26/07/23	19:55	7.5	7.7	7.5	42	-4.6	0.0	---	0.00	0.0	---	7.5	6.7	6.7	661.7	0.00	0.0	0.038	0.000	20.4	18	-4.8	17.6	4.25	 .7806	98	4	93.3	5
26/07/23	20:00	7.4	7.5	7.4	42	-4.7	0.0	---	0.00	0.0	---	7.4	6.6	6.6	661.8	0.00	0.0	0.038	0.000	20.4	18	-4.8	17.6	4.25	 .7807	96	4	91.4	5
26/07/23	20:05	7.2	7.4	7.2	44	-4.2	0.0	---	0.00	0.0	---	7.2	6.5	6.5	661.8	0.00	0.0	0.039	0.000	20.4	18	-4.8	17.6	4.25	 .7808	98	4	93.3	5
26/07/23	20:10	7.1	7.2	7.1	44	-4.4	0.0	---	0.00	0.0	---	7.1	6.3	6.3	661.9	0.00	0.0	0.039	0.000	20.4	18	-4.8	17.6	4.25	 .7809	97	4	92.4	5
26/07/23	20:15	6.9	7.1	6.9	45	-4.2	0.0	---	0.00	0.0	---	6.9	6.2	6.2	662.0	0.00	0.0	0.040	0.000	20.4	19	-4.0	17.7	4.35	 .7807	98	4	93.3	5
26/07/23	20:20	6.8	6.9	6.8	46	-4.0	0.0	---	0.00	0.0	---	6.8	6.1	6.1	662.1	0.00	0.0	0.040	0.000	20.4	19	-4.0	17.7	4.35	 .7808	97	4	92.4	5
26/07/23	20:25	6.7	6.8	6.7	45	-4.4	0.0	---	0.00	0.0	---	6.7	6.0	6.0	662.2	0.00	0.0	0.040	0.000	20.4	19	-4.0	17.7	4.35	 .7810	97	4	92.4	5
26/07/23	20:30	6.6	6.7	6.6	46	-4.2	0.0	---	0.00	0.0	---	6.6	5.9	5.9	662.3	0.00	0.0	0.041	0.000	20.4	19	-4.0	17.7	4.35	 .7810	101	4	96.2	5
26/07/23	20:35	6.6	6.6	6.6	45	-4.5	0.0	---	0.00	0.0	---	6.6	5.8	5.8	662.4	0.00	0.0	0.041	0.000	20.4	19	-4.0	17.7	4.35	 .7812	96	4	91.4	5
26/07/23	20:40	6.5	6.6	6.5	45	-4.6	0.0	---	0.00	0.0	---	6.5	5.8	5.8	662.4	0.00	0.0	0.041	0.000	20.4	19	-4.0	17.7	4.35	 .7812	101	4	96.2	5
26/07/23	20:45	6.4	6.5	6.4	47	-4.1	0.0	---	0.00	0.0	---	6.4	5.7	5.7	662.5	0.00	0.0	0.041	0.000	20.4	19	-4.0	17.7	4.35	 .7813	97	4	92.4	5
26/07/23	20:50	6.3	6.4	6.3	47	-4.2	0.0	---	0.00	0.0	---	6.3	5.7	5.7	662.6	0.00	0.0	0.042	0.000	20.4	19	-4.0	17.7	4.35	 .7814	95	4	90.5	5
26/07/23	20:55	6.2	6.3	6.2	48	-4.0	0.0	---	0.00	0.0	---	6.2	5.5	5.5	662.8	0.00	0.0	0.042	0.000	20.4	19	-4.0	17.7	4.35	 .7816	97	4	92.4	5
26/07/23	21:00	6.0	6.2	6.0	48	-4.2	0.0	---	0.00	0.0	---	6.0	5.3	5.3	663.0	0.00	0.0	0.043	0.000	20.4	19	-4.0	17.7	4.35	 .7818	93	4	88.6	5
26/07/23	21:05	5.8	6.0	5.8	48	-4.4	0.0	---	0.00	0.0	---	5.8	5.2	5.2	663.1	0.00	0.0	0.043	0.000	20.4	19	-4.0	17.7	4.35	 .7820	99	4	94.3	5
26/07/23	21:10	5.7	5.8	5.7	49	-4.2	0.0	---	0.00	0.0	---	5.7	5.1	5.1	663.2	0.00	0.0	0.044	0.000	20.4	19	-4.0	17.7	4.35	 .7820	97	4	92.4	5
26/07/23	21:15	5.5	5.7	5.5	51	-3.9	0.0	---	0.00	0.0	---	5.5	4.9	4.9	663.3	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7822	102	4	97.1	5
26/07/23	21:20	5.4	5.5	5.4	51	-4.0	0.0	---	0.00	0.0	---	5.4	4.8	4.8	663.3	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7822	103	4	98.1	5
26/07/23	21:25	5.3	5.4	5.2	52	-3.8	0.0	---	0.00	0.0	---	5.3	4.7	4.7	663.6	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7825	99	4	94.3	5
26/07/23	21:30	5.3	5.3	5.2	57	-2.5	0.0	---	0.00	0.0	---	5.3	4.8	4.8	663.7	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7826	101	4	96.2	5
26/07/23	21:35	5.5	5.6	5.3	62	-1.2	1.3	S	0.40	3.6	S	4.7	5.1	4.3	663.9	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7829	101	4	96.2	5
26/07/23	21:40	5.4	5.6	5.4	63	-1.0	1.3	S	0.40	2.7	S	4.7	5.1	4.3	664.1	0.00	0.0	0.045	0.000	20.4	19	-4.0	17.7	4.35	 .7832	100	4	95.2	5
26/07/23	21:45	5.3	5.4	5.3	64	-0.9	0.9	SSE	0.27	2.2	SSE	5.3	4.9	4.9	664.1	0.00	0.0	0.045	0.000	20.3	19	-4.1	17.6	4.35	 .7835	99	4	94.3	5
26/07/23	21:50	5.3	5.4	5.3	64	-1.0	0.4	SE	0.13	2.2	SSE	5.3	4.9	4.9	664.1	0.00	0.0	0.045	0.000	20.3	19	-4.1	17.6	4.35	 .7835	98	4	93.3	5
26/07/23	21:55	5.2	5.3	5.2	65	-0.8	0.4	SSE	0.13	0.9	SSE	5.2	4.8	4.8	664.3	0.00	0.0	0.046	0.000	20.3	19	-4.1	17.6	4.35	 .7837	101	4	96.2	5
26/07/23	22:00	5.2	5.2	5.2	65	-0.9	0.0	---	0.00	0.0	---	5.2	4.8	4.8	664.4	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7836	99	4	94.3	5
26/07/23	22:05	5.1	5.2	5.1	65	-0.9	0.0	---	0.00	0.0	---	5.1	4.7	4.7	664.5	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7837	98	4	93.3	5
26/07/23	22:10	5.1	5.2	5.1	65	-0.9	0.0	SSE	0.00	0.9	SSE	5.1	4.7	4.7	664.5	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7837	100	4	95.2	5
26/07/23	22:15	5.1	5.1	5.1	65	-0.9	0.0	---	0.00	0.0	---	5.1	4.7	4.7	664.4	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7836	94	4	89.5	5
26/07/23	22:20	5.1	5.1	5.1	65	-1.0	0.0	---	0.00	0.0	---	5.1	4.7	4.7	664.6	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7838	95	4	90.5	5
26/07/23	22:25	4.9	5.0	4.9	65	-1.1	0.0	---	0.00	0.0	---	4.9	4.6	4.6	664.6	0.00	0.0	0.046	0.000	20.3	20	-3.4	17.6	4.55	 .7838	95	4	90.5	5
26/07/23	22:30	4.8	4.9	4.8	64	-1.5	0.0	---	0.00	0.0	---	4.8	4.4	4.4	664.6	0.00	0.0	0.047	0.000	20.3	20	-3.4	17.6	4.55	 .7838	99	4	94.3	5
26/07/23	22:35	4.6	4.8	4.6	64	-1.7	0.0	---	0.00	0.0	---	4.6	4.2	4.2	664.6	0.00	0.0	0.048	0.000	20.3	20	-3.4	17.6	4.55	 .7839	97	4	92.4	5
26/07/23	22:40	4.3	4.6	4.3	65	-1.7	0.0	---	0.00	0.0	---	4.3	3.9	3.9	664.7	0.00	0.0	0.049	0.000	20.2	20	-3.5	17.6	4.55	 .7841	96	4	91.4	5
26/07/23	22:45	4.1	4.3	4.1	65	-1.9	1.3	NW	0.40	2.7	NW	3.2	3.7	2.8	664.7	0.00	0.0	0.049	0.000	20.2	20	-3.5	17.6	4.55	 .7841	100	4	95.2	5
26/07/23	22:50	3.8	4.1	3.8	66	-1.9	0.0	NNW	0.00	0.9	NNW	3.8	3.4	3.4	664.8	0.00	0.0	0.050	0.000	20.2	20	-3.5	17.6	4.55	 .7842	101	4	96.2	5
26/07/23	22:55	3.7	3.8	3.7	64	-2.5	0.0	---	0.00	0.0	---	3.7	3.3	3.3	664.9	0.00	0.0	0.051	0.000	20.2	20	-3.5	17.6	4.55	 .7843	99	4	94.3	5
26/07/23	23:00	3.7	3.7	3.7	64	-2.5	0.0	---	0.00	0.0	---	3.7	3.3	3.3	665.0	0.00	0.0	0.051	0.000	20.2	20	-3.5	17.6	4.55	 .7844	99	4	94.3	5
26/07/23	23:05	3.7	3.8	3.7	65	-2.3	0.0	---	0.00	0.0	---	3.7	3.3	3.3	665.1	0.00	0.0	0.051	0.000	20.2	20	-3.5	17.6	4.55	 .7845	103	4	98.1	5
26/07/23	23:10	3.6	3.7	3.6	65	-2.4	0.0	---	0.00	0.0	---	3.6	3.2	3.2	665.1	0.00	0.0	0.051	0.000	20.2	20	-3.5	17.6	4.55	 .7846	100	4	95.2	5
26/07/23	23:15	3.5	3.6	3.5	64	-2.7	0.0	---	0.00	0.0	---	3.5	3.1	3.1	665.0	0.00	0.0	0.052	0.000	20.2	20	-3.5	17.6	4.55	 .7845	99	4	94.3	5
26/07/23	23:20	3.4	3.5	3.4	62	-3.2	0.0	---	0.00	0.0	---	3.4	3.0	3.0	665.1	0.00	0.0	0.052	0.000	20.2	20	-3.5	17.6	4.55	 .7846	99	4	94.3	5
26/07/23	23:25	3.4	3.4	3.4	60	-3.6	0.0	---	0.00	0.0	---	3.4	2.9	2.9	665.1	0.00	0.0	0.052	0.000	20.2	20	-3.5	17.6	4.55	 .7846	100	4	95.2	5
26/07/23	23:30	3.4	3.4	3.4	60	-3.6	0.0	---	0.00	0.0	---	3.4	3.0	3.0	665.1	0.00	0.0	0.052	0.000	20.2	20	-3.5	17.6	4.55	 .7846	100	4	95.2	5
26/07/23	23:35	3.4	3.4	3.4	59	-3.8	0.0	---	0.00	0.0	---	3.4	3.0	3.0	665.1	0.00	0.0	0.052	0.000	20.2	20	-3.5	17.6	4.55	 .7846	100	4	95.2	5
26/07/23	23:40	3.4	3.4	3.4	60	-3.6	0.0	---	0.00	0.0	---	3.4	3.0	3.0	665.1	0.00	0.0	0.052	0.000	20.1	20	-3.6	17.4	4.55	 .7849	104	4	99.0	5
26/07/23	23:45	3.4	3.4	3.4	62	-3.2	0.0	---	0.00	0.0	---	3.4	2.9	2.9	665.1	0.00	0.0	0.052	0.000	20.1	20	-3.6	17.4	4.55	 .7848	102	4	97.1	5
26/07/23	23:50	3.3	3.4	3.3	64	-2.9	0.0	---	0.00	0.0	---	3.3	2.9	2.9	665.1	0.00	0.0	0.052	0.000	20.1	20	-3.6	17.4	4.55	 .7848	102	4	97.1	5
26/07/23	23:55	3.0	3.2	3.0	65	-2.9	0.0	---	0.00	0.0	---	3.0	2.6	2.6	665.0	0.00	0.0	0.053	0.000	20.1	20	-3.6	17.4	4.55	 .7848	103	4	98.1	5
27/07/23	00:00	2.8	3.0	2.8	65	-3.1	0.0	---	0.00	0.0	---	2.8	2.4	2.4	665.0	0.00	0.0	0.054	0.000	20.1	20	-3.6	17.4	4.55	 .7848	104	4	99.0	5
27/07/23	0:05	2.7	2.8	2.7	65	-3.3	0.0	---	0.00	0.0	---	2.7	2.3	2.3	664.9	0.00	0.0	0.054	0.000	20.1	20	-3.6	17.4	4.55	 .7847	99	4	94.3	5
27/07/23	0:10	2.6	2.7	2.6	65	-3.3	0.0	---	0.00	0.0	---	2.6	2.2	2.2	665.0	0.00	0.0	0.055	0.000	20.1	20	-3.6	17.4	4.55	 .7847	96	4	91.4	5
27/07/23	0:15	2.6	2.6	2.6	66	-3.2	0.0	---	0.00	0.0	---	2.6	2.2	2.2	664.9	0.00	0.0	0.055	0.000	20.1	20	-3.6	17.4	4.55	 .7846	101	4	96.2	5
27/07/23	0:20	2.4	2.6	2.4	66	-3.3	0.0	---	0.00	0.0	---	2.4	2.1	2.1	665.0	0.00	0.0	0.055	0.000	20.1	20	-3.6	17.4	4.55	 .7847	101	4	96.2	5
27/07/23	0:25	2.4	2.4	2.4	67	-3.1	0.0	---	0.00	0.0	---	2.4	2.0	2.0	665.0	0.00	0.0	0.055	0.000	20.0	20	-3.7	17.3	4.55	 .7851	99	4	94.3	5
27/07/23	0:30	2.3	2.4	2.3	67	-3.2	0.0	---	0.00	0.0	---	2.3	1.9	1.9	664.9	0.00	0.0	0.056	0.000	20.0	20	-3.7	17.3	4.55	 .7849	100	4	95.2	5
27/07/23	0:35	2.3	2.3	2.3	68	-3.0	0.0	---	0.00	0.0	---	2.3	2.0	2.0	664.9	0.00	0.0	0.056	0.000	20.0	20	-3.7	17.3	4.55	 .7849	99	4	94.3	5
27/07/23	0:40	2.3	2.3	2.3	69	-2.8	0.0	---	0.00	0.0	---	2.3	1.9	1.9	664.8	0.00	0.0	0.056	0.000	20.0	20	-3.7	17.3	4.55	 .7849	100	4	95.2	5
27/07/23	0:45	2.2	2.3	2.2	65	-3.7	0.0	---	0.00	0.0	---	2.2	1.8	1.8	664.8	0.00	0.0	0.056	0.000	20.0	20	-3.7	17.3	4.55	 .7848	96	4	91.4	5
27/07/23	0:50	2.3	2.3	2.2	63	-4.0	0.0	---	0.00	0.0	---	2.3	1.9	1.9	664.7	0.00	0.0	0.056	0.000	20.0	20	-3.7	17.3	4.55	 .7847	100	4	95.2	5
27/07/23	0:55	2.4	2.4	2.3	61	-4.4	0.0	NNW	0.00	2.2	NNW	2.4	1.9	1.9	664.6	0.00	0.0	0.055	0.000	20.0	20	-3.7	17.3	4.55	 .7846	102	4	97.1	5
27/07/23	1:00	2.4	2.4	2.4	61	-4.3	0.0	NNW	0.00	0.4	NNW	2.4	2.0	2.0	664.5	0.00	0.0	0.055	0.000	20.0	20	-3.7	17.3	4.55	 .7845	102	4	97.1	5
