		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
27/07/23	1:05	2.4	2.4	2.4	60	-4.5	0.0	---	0.00	0.0	---	2.4	2.0	2.0	664.4	0.00	0.0	0.055	0.000	19.9	20	-3.7	17.2	4.55	 .7846	98	4	93.3	5
27/07/23	1:10	2.4	2.4	2.4	60	-4.6	0.0	---	0.00	0.0	---	2.4	1.9	1.9	664.4	0.00	0.0	0.055	0.000	19.9	20	-3.7	17.2	4.55	 .7846	100	4	95.2	5
27/07/23	1:15	2.3	2.4	2.3	64	-3.8	0.0	---	0.00	0.0	---	2.3	1.9	1.9	664.4	0.00	0.0	0.056	0.000	19.9	20	-3.7	17.2	4.55	 .7846	99	4	94.3	5
27/07/23	1:20	2.2	2.3	2.2	65	-3.7	0.0	---	0.00	0.0	---	2.2	1.8	1.8	664.4	0.00	0.0	0.056	0.000	19.9	20	-3.7	17.2	4.55	 .7845	96	4	91.4	5
27/07/23	1:25	2.1	2.2	2.1	63	-4.2	0.0	---	0.00	0.0	---	2.1	1.7	1.7	664.3	0.00	0.0	0.056	0.000	19.9	20	-3.7	17.2	4.55	 .7845	99	4	94.3	5
27/07/23	1:30	2.1	2.1	2.1	64	-4.0	0.0	---	0.00	0.0	---	2.1	1.7	1.7	664.2	0.00	0.0	0.056	0.000	19.8	20	-3.8	17.1	4.55	 .7847	102	4	97.1	5
27/07/23	1:35	2.1	2.1	2.1	64	-4.0	0.0	---	0.00	0.0	---	2.1	1.7	1.7	664.3	0.00	0.0	0.056	0.000	19.8	20	-3.8	17.1	4.55	 .7848	98	4	93.3	5
27/07/23	1:40	2.1	2.1	2.1	65	-3.8	0.0	---	0.00	0.0	---	2.1	1.7	1.7	664.2	0.00	0.0	0.056	0.000	19.8	20	-3.8	17.1	4.55	 .7847	47	4	44.8	5
27/07/23	1:45	2.0	2.0	2.0	66	-3.7	0.0	---	0.00	0.0	---	2.0	1.7	1.7	664.1	0.00	0.0	0.057	0.000	20.1	20	-3.6	17.4	4.55	 .7838	35	4	33.3	5
27/07/23	1:50	1.9	2.0	1.9	68	-3.3	0.0	---	0.00	0.0	---	1.9	1.6	1.6	664.2	0.00	0.0	0.057	0.000	19.9	20	-3.7	17.2	4.55	 .7843	101	4	96.2	5
27/07/23	1:55	1.9	1.9	1.8	67	-3.6	0.0	---	0.00	0.0	---	1.9	1.6	1.6	664.2	0.00	0.0	0.057	0.000	19.8	20	-3.8	17.1	4.55	 .7847	98	4	93.3	5
27/07/23	2:00	1.8	1.8	1.8	66	-3.9	0.0	---	0.00	0.0	---	1.8	1.5	1.5	664.1	0.00	0.0	0.057	0.000	19.8	20	-3.8	17.1	4.55	 .7845	102	4	97.1	5
27/07/23	2:05	1.7	1.8	1.7	67	-3.8	0.0	---	0.00	0.0	---	1.7	1.4	1.4	664.1	0.00	0.0	0.058	0.000	19.7	20	-3.9	16.9	4.55	 .7849	103	4	98.1	5
27/07/23	2:10	1.6	1.7	1.6	67	-3.9	0.0	---	0.00	0.0	---	1.6	1.3	1.3	664.0	0.00	0.0	0.058	0.000	19.7	20	-3.9	16.9	4.55	 .7847	102	4	97.1	5
27/07/23	2:15	1.5	1.6	1.5	65	-4.4	0.0	---	0.00	0.0	---	1.5	1.2	1.2	664.0	0.00	0.0	0.058	0.000	19.7	20	-3.9	16.9	4.55	 .7847	102	4	97.1	5
27/07/23	2:20	1.4	1.5	1.4	64	-4.6	0.0	---	0.00	0.0	---	1.4	1.1	1.1	663.9	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	101	4	96.2	5
27/07/23	2:25	1.3	1.4	1.3	62	-5.2	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7845	97	4	92.4	5
27/07/23	2:30	1.3	1.3	1.3	62	-5.2	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7845	96	4	91.4	5
27/07/23	2:35	1.2	1.3	1.2	61	-5.5	0.0	---	0.00	0.0	---	1.2	0.8	0.8	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	92	4	87.6	5
27/07/23	2:40	1.3	1.3	1.2	60	-5.6	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	98	4	93.3	5
27/07/23	2:45	1.3	1.3	1.3	59	-5.9	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	97	4	92.4	5
27/07/23	2:50	1.3	1.3	1.3	59	-5.8	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	97	4	92.4	5
27/07/23	2:55	1.3	1.4	1.3	59	-5.8	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	98	4	93.3	5
27/07/23	3:00	1.3	1.3	1.3	58	-6.1	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.7	20	-3.9	16.9	4.55	 .7847	95	4	90.5	5
27/07/23	3:05	1.3	1.3	1.3	58	-6.1	0.0	---	0.00	0.0	---	1.3	0.9	0.9	663.8	0.00	0.0	0.059	0.000	19.6	20	-4.0	16.7	4.55	 .7850	97	4	92.4	5
27/07/23	3:10	1.2	1.3	1.2	58	-6.1	0.0	---	0.00	0.0	---	1.2	0.8	0.8	663.9	0.00	0.0	0.059	0.000	19.6	20	-4.0	16.7	4.55	 .7851	95	4	90.5	5
27/07/23	3:15	1.2	1.2	1.2	58	-6.2	0.0	---	0.00	0.0	---	1.2	0.8	0.8	663.9	0.00	0.0	0.060	0.000	19.6	20	-4.0	16.7	4.55	 .7852	97	4	92.4	5
27/07/23	3:20	1.1	1.2	1.1	58	-6.2	0.0	---	0.00	0.0	---	1.1	0.7	0.7	663.9	0.00	0.0	0.060	0.000	19.6	20	-4.0	16.7	4.55	 .7852	95	4	90.5	5
27/07/23	3:25	1.1	1.1	1.1	59	-6.0	0.0	---	0.00	0.0	---	1.1	0.7	0.7	663.9	0.00	0.0	0.060	0.000	19.4	20	-4.1	16.6	4.55	 .7855	98	4	93.3	5
27/07/23	3:30	1.1	1.1	1.1	58	-6.3	0.0	---	0.00	0.0	---	1.1	0.7	0.7	664.0	0.00	0.0	0.060	0.000	19.4	20	-4.1	16.6	4.55	 .7856	104	4	99.0	5
27/07/23	3:35	1.0	1.1	1.0	58	-6.3	0.0	---	0.00	0.0	---	1.0	0.6	0.6	664.1	0.00	0.0	0.060	0.000	19.4	20	-4.1	16.6	4.55	 .7857	99	4	94.3	5
27/07/23	3:40	0.9	1.0	0.9	58	-6.4	0.0	---	0.00	0.0	---	0.9	0.6	0.6	664.1	0.00	0.0	0.060	0.000	19.4	20	-4.1	16.6	4.55	 .7857	101	4	96.2	5
27/07/23	3:45	0.9	0.9	0.9	58	-6.5	0.0	---	0.00	0.0	---	0.9	0.5	0.5	664.1	0.00	0.0	0.061	0.000	19.4	20	-4.2	16.6	4.55	 .7859	98	4	93.3	5
27/07/23	3:50	0.8	0.9	0.8	58	-6.5	0.0	---	0.00	0.0	---	0.8	0.4	0.4	664.1	0.00	0.0	0.061	0.000	19.4	20	-4.2	16.6	4.55	 .7859	101	4	96.2	5
27/07/23	3:55	0.7	0.8	0.7	59	-6.4	0.0	---	0.00	0.0	---	0.7	0.3	0.3	664.1	0.00	0.0	0.061	0.000	19.4	20	-4.2	16.6	4.55	 .7859	100	4	95.2	5
27/07/23	4:00	0.7	0.7	0.7	59	-6.4	0.0	---	0.00	0.0	---	0.7	0.3	0.3	663.9	0.00	0.0	0.061	0.000	19.4	20	-4.2	16.6	4.55	 .7857	100	4	95.2	5
27/07/23	4:05	0.6	0.7	0.6	60	-6.3	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.9	0.00	0.0	0.062	0.000	19.4	20	-4.2	16.6	4.55	 .7857	99	4	94.3	5
27/07/23	4:10	0.6	0.6	0.6	61	-6.1	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.9	0.00	0.0	0.062	0.000	19.3	20	-4.3	16.4	4.55	 .7860	101	4	96.2	5
27/07/23	4:15	0.6	0.6	0.6	61	-6.1	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.9	0.00	0.0	0.062	0.000	19.3	21	-3.6	16.5	4.75	 .7857	95	4	90.5	5
27/07/23	4:20	0.6	0.6	0.6	62	-5.9	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.8	0.00	0.0	0.062	0.000	19.3	20	-4.3	16.4	4.55	 .7859	100	4	95.2	5
27/07/23	4:25	0.5	0.6	0.5	62	-5.9	0.0	---	0.00	0.0	---	0.5	0.1	0.1	663.8	0.00	0.0	0.062	0.000	19.3	21	-3.6	16.5	4.75	 .7856	101	4	96.2	5
27/07/23	4:30	0.5	0.5	0.5	62	-5.9	0.0	---	0.00	0.0	---	0.5	0.1	0.1	663.7	0.00	0.0	0.062	0.000	19.3	21	-3.6	16.5	4.75	 .7855	102	4	97.1	5
27/07/23	4:35	0.6	0.6	0.5	62	-5.9	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.7	0.00	0.0	0.062	0.000	19.2	21	-3.7	16.4	4.75	 .7857	103	4	98.1	5
27/07/23	4:40	0.6	0.6	0.6	62	-5.8	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.7	0.00	0.0	0.062	0.000	19.2	21	-3.7	16.4	4.75	 .7857	101	4	96.2	5
27/07/23	4:45	0.7	0.7	0.6	61	-6.0	0.0	---	0.00	0.0	---	0.7	0.3	0.3	663.7	0.00	0.0	0.061	0.000	19.2	21	-3.7	16.4	4.75	 .7856	101	4	96.2	5
27/07/23	4:50	0.7	0.7	0.7	61	-6.0	0.0	---	0.00	0.0	---	0.7	0.3	0.3	663.7	0.00	0.0	0.061	0.000	19.2	21	-3.7	16.4	4.75	 .7856	97	4	92.4	5
27/07/23	4:55	0.7	0.8	0.7	60	-6.2	0.0	---	0.00	0.0	---	0.7	0.3	0.3	663.7	0.00	0.0	0.061	0.000	19.2	21	-3.7	16.4	4.75	 .7857	96	4	91.4	5
27/07/23	5:00	0.8	0.8	0.7	59	-6.3	0.0	---	0.00	0.0	---	0.8	0.4	0.4	663.8	0.00	0.0	0.061	0.000	19.1	21	-3.8	16.3	4.75	 .7861	101	4	96.2	5
27/07/23	5:05	0.7	0.8	0.7	59	-6.4	0.0	---	0.00	0.0	---	0.7	0.3	0.3	663.7	0.00	0.0	0.061	0.000	19.1	21	-3.8	16.3	4.75	 .7860	98	4	93.3	5
27/07/23	5:10	0.6	0.7	0.6	60	-6.3	0.0	---	0.00	0.0	---	0.6	0.2	0.2	663.8	0.00	0.0	0.062	0.000	19.1	21	-3.8	16.3	4.75	 .7861	98	4	93.3	5
27/07/23	5:15	0.5	0.6	0.5	60	-6.4	0.0	---	0.00	0.0	---	0.5	0.1	0.1	663.7	0.00	0.0	0.062	0.000	19.1	21	-3.8	16.3	4.75	 .7860	100	4	95.2	5
27/07/23	5:20	0.5	0.5	0.5	60	-6.4	0.0	---	0.00	0.0	---	0.5	0.1	0.1	663.8	0.00	0.0	0.062	0.000	19.1	21	-3.8	16.3	4.75	 .7861	100	4	95.2	5
27/07/23	5:25	0.5	0.5	0.5	59	-6.6	0.0	---	0.00	0.0	---	0.5	0.1	0.1	663.8	0.00	0.0	0.062	0.000	19.0	21	-3.8	16.2	4.75	 .7864	98	4	93.3	5
27/07/23	5:30	0.4	0.5	0.4	59	-6.6	0.0	---	0.00	0.0	---	0.4	0.1	0.1	663.8	0.00	0.0	0.062	0.000	19.0	21	-3.8	16.2	4.75	 .7864	100	4	95.2	5
27/07/23	5:35	0.4	0.4	0.4	59	-6.7	0.0	---	0.00	0.0	---	0.4	0.0	0.0	663.9	0.00	0.0	0.062	0.000	19.0	21	-3.8	16.2	4.75	 .7865	99	4	94.3	5
27/07/23	5:40	0.4	0.4	0.4	59	-6.7	0.0	---	0.00	0.0	---	0.4	0.0	0.0	663.8	0.00	0.0	0.062	0.000	19.0	21	-3.8	16.2	4.75	 .7864	99	4	94.3	5
27/07/23	5:45	0.4	0.4	0.4	58	-6.9	0.0	---	0.00	0.0	---	0.4	0.0	0.0	664.0	0.00	0.0	0.062	0.000	19.0	21	-3.8	16.2	4.75	 .7867	101	4	96.2	5
27/07/23	5:50	0.3	0.4	0.3	58	-7.0	0.0	---	0.00	0.0	---	0.3	-0.1	-0.1	664.0	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7868	98	4	93.3	5
27/07/23	5:55	0.3	0.3	0.3	58	-7.0	0.0	---	0.00	0.0	---	0.3	-0.1	-0.1	664.0	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7869	97	4	92.4	5
27/07/23	6:00	0.3	0.3	0.2	58	-7.0	0.0	---	0.00	0.0	---	0.3	-0.1	-0.1	664.2	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7871	96	4	91.4	5
27/07/23	6:05	0.2	0.2	0.2	58	-7.1	0.0	---	0.00	0.0	---	0.2	-0.2	-0.2	664.1	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7869	8	4	7.6	5
27/07/23	6:10	0.2	0.2	0.2	58	-7.1	0.0	---	0.00	0.0	---	0.2	-0.2	-0.2	664.2	0.00	0.0	0.063	0.000	19.0	21	-3.8	16.2	4.75	 .7869	66	4	62.9	5
27/07/23	6:15	0.2	0.2	0.1	58	-7.1	0.0	---	0.00	0.0	---	0.2	-0.2	-0.2	664.2	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7871	93	4	88.6	5
27/07/23	6:20	0.2	0.2	0.1	58	-7.1	0.0	---	0.00	0.0	---	0.2	-0.2	-0.2	664.2	0.00	0.0	0.063	0.000	18.9	21	-3.9	16.2	4.75	 .7871	98	4	93.3	5
27/07/23	6:25	0.2	0.2	0.2	58	-7.1	0.0	---	0.00	0.0	---	0.2	-0.2	-0.2	664.2	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.1	4.75	 .7875	98	4	93.3	5
27/07/23	6:30	0.1	0.2	0.1	56	-7.6	0.0	---	0.00	0.0	---	0.1	-0.3	-0.3	664.3	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.1	4.75	 .7875	99	4	94.3	5
27/07/23	6:35	0.1	0.2	0.1	57	-7.4	0.0	---	0.00	0.0	---	0.1	-0.3	-0.3	664.3	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.1	4.75	 .7876	99	4	94.3	5
27/07/23	6:40	0.1	0.1	0.1	56	-7.6	0.0	---	0.00	0.0	---	0.1	-0.3	-0.3	664.3	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.1	4.75	 .7875	97	4	92.4	5
27/07/23	6:45	0.1	0.1	0.1	56	-7.6	0.0	---	0.00	0.0	---	0.1	-0.3	-0.3	664.3	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.0	4.75	 .7877	97	4	92.4	5
27/07/23	6:50	0.1	0.1	0.1	56	-7.6	0.0	---	0.00	0.0	---	0.1	-0.3	-0.3	664.5	0.00	0.0	0.063	0.000	18.8	21	-4.0	16.0	4.75	 .7879	100	4	95.2	5
27/07/23	6:55	0.0	0.1	0.0	57	-7.5	0.0	---	0.00	0.0	---	0.0	-0.4	-0.4	664.5	0.00	0.0	0.064	0.000	18.8	21	-4.0	16.0	4.75	 .7880	102	4	97.1	5
27/07/23	7:00	-0.1	0.0	-0.1	57	-7.6	0.0	---	0.00	0.0	---	-0.1	-0.5	-0.5	664.6	0.00	0.0	0.064	0.000	18.8	21	-4.0	16.0	4.75	 .7881	99	4	94.3	5
27/07/23	7:05	-0.2	-0.1	-0.2	57	-7.7	0.0	---	0.00	0.0	---	-0.2	-0.7	-0.7	664.6	0.00	0.0	0.064	0.000	18.7	21	-4.1	15.9	4.75	 .7884	99	4	94.3	5
27/07/23	7:10	-0.3	-0.2	-0.3	57	-7.8	0.0	---	0.00	0.0	---	-0.3	-0.8	-0.8	664.7	0.00	0.0	0.065	0.000	18.7	21	-4.1	15.9	4.75	 .7885	99	4	94.3	5
27/07/23	7:15	-0.5	-0.3	-0.5	57	-8.0	0.0	---	0.00	0.0	---	-0.5	-0.9	-0.9	664.8	0.00	0.0	0.065	0.000	18.7	21	-4.1	15.9	4.75	 .7886	99	4	94.3	5
27/07/23	7:20	-0.6	-0.5	-0.6	55	-8.5	0.0	---	0.00	0.0	---	-0.6	-1.0	-1.0	664.8	0.00	0.0	0.066	0.000	18.7	21	-4.1	15.9	4.75	 .7886	95	4	90.5	5
27/07/23	7:25	-0.6	-0.6	-0.6	55	-8.5	0.0	---	0.00	0.0	---	-0.6	-1.0	-1.0	664.9	0.00	0.0	0.066	0.000	18.7	21	-4.1	15.9	4.75	 .7887	99	4	94.3	5
27/07/23	7:30	-0.6	-0.6	-0.6	55	-8.5	0.0	---	0.00	0.0	---	-0.6	-1.0	-1.0	665.0	0.00	0.0	0.066	0.000	18.6	21	-4.2	15.8	4.75	 .7893	101	4	96.2	5
27/07/23	7:35	-0.6	-0.6	-0.6	56	-8.3	0.0	---	0.00	0.0	---	-0.6	-1.0	-1.0	665.2	0.00	0.0	0.066	0.000	18.6	21	-4.2	15.8	4.75	 .7894	101	4	96.2	5
27/07/23	7:40	-0.5	-0.5	-0.6	55	-8.4	0.0	---	0.00	0.0	---	-0.5	-0.9	-0.9	665.3	0.00	0.0	0.065	0.000	18.6	21	-4.2	15.8	4.75	 .7895	98	4	93.3	5
27/07/23	7:45	-0.4	-0.4	-0.5	53	-8.9	0.0	---	0.00	0.0	---	-0.4	-0.9	-0.9	665.3	0.00	0.0	0.065	0.000	18.6	21	-4.2	15.8	4.75	 .7896	101	4	96.2	5
27/07/23	7:50	-0.4	-0.4	-0.4	53	-8.8	0.0	---	0.00	0.0	---	-0.4	-0.8	-0.8	665.4	0.00	0.0	0.065	0.000	18.5	21	-4.3	15.8	4.75	 .7899	100	4	95.2	5
27/07/23	7:55	-0.3	-0.3	-0.4	53	-8.8	0.0	---	0.00	0.0	---	-0.3	-0.8	-0.8	665.5	0.00	0.0	0.065	0.000	18.5	21	-4.3	15.8	4.75	 .7900	98	4	93.3	5
27/07/23	8:00	-0.2	-0.2	-0.3	54	-8.4	0.0	---	0.00	0.0	---	-0.2	-0.7	-0.7	665.6	0.00	0.0	0.064	0.000	18.5	21	-4.3	15.8	4.75	 .7902	101	4	96.2	5
27/07/23	8:05	-0.1	-0.1	-0.2	54	-8.3	0.0	---	0.00	0.0	---	-0.1	-0.6	-0.6	665.8	0.00	0.0	0.064	0.000	18.5	21	-4.3	15.8	4.75	 .7904	101	4	96.2	5
27/07/23	8:10	-0.1	-0.1	-0.1	54	-8.3	0.0	---	0.00	0.0	---	-0.1	-0.5	-0.5	665.9	0.00	0.0	0.064	0.000	18.5	21	-4.3	15.8	4.75	 .7905	103	4	98.1	5
27/07/23	8:15	0.2	0.2	-0.1	53	-8.3	0.0	---	0.00	0.0	---	0.2	-0.3	-0.3	666.0	0.00	0.0	0.063	0.000	18.5	21	-4.3	15.8	4.75	 .7906	105	4	100.0	5
27/07/23	8:20	0.5	0.5	0.2	54	-7.7	0.0	---	0.00	0.0	---	0.5	0.1	0.1	666.1	0.00	0.0	0.062	0.000	18.5	21	-4.3	15.8	4.75	 .7908	100	4	95.2	5
27/07/23	8:25	0.7	0.7	0.5	55	-7.3	0.0	---	0.00	0.0	---	0.7	0.3	0.3	666.1	0.00	0.0	0.061	0.000	18.5	21	-4.3	15.8	4.75	 .7908	101	4	96.2	5
27/07/23	8:30	1.1	1.1	0.7	58	-6.3	0.0	---	0.00	0.0	---	1.1	0.7	0.7	666.2	0.00	0.0	0.060	0.000	18.5	21	-4.3	15.8	4.75	 .7908	102	4	97.1	5
27/07/23	8:35	1.6	1.6	1.1	67	-3.9	0.0	---	0.00	0.0	---	1.6	1.3	1.3	666.3	0.00	0.0	0.058	0.000	18.6	21	-4.2	15.8	4.75	 .7908	100	4	95.2	5
27/07/23	8:40	2.1	2.1	1.7	71	-2.6	0.0	---	0.00	0.0	---	2.1	1.8	1.8	666.3	0.00	0.0	0.056	0.000	18.7	21	-4.1	15.9	4.75	 .7905	99	4	94.3	5
27/07/23	8:45	2.3	2.3	2.1	72	-2.3	0.0	---	0.00	0.0	---	2.3	2.0	2.0	666.4	0.00	0.0	0.056	0.000	18.8	21	-4.0	16.0	4.75	 .7902	99	4	94.3	5
27/07/23	8:50	2.6	2.6	2.3	72	-2.0	0.0	---	0.00	0.0	---	2.6	2.3	2.3	666.4	0.00	0.0	0.055	0.000	18.8	21	-4.0	16.1	4.75	 .7901	102	4	97.1	5
27/07/23	8:55	2.6	2.6	2.6	71	-2.1	0.0	---	0.00	0.0	---	2.6	2.3	2.3	666.4	0.00	0.0	0.055	0.000	18.9	21	-3.9	16.2	4.75	 .7898	100	4	95.2	5
27/07/23	9:00	2.8	2.8	2.6	71	-2.0	0.0	---	0.00	0.0	---	2.8	2.4	2.4	666.5	0.00	0.0	0.054	0.000	19.0	21	-3.8	16.2	4.75	 .7896	91	4	86.7	5
27/07/23	9:05	3.1	3.1	2.8	70	-1.8	0.0	---	0.00	0.0	---	3.1	2.8	2.8	666.4	0.00	0.0	0.053	0.000	19.2	21	-3.7	16.4	4.75	 .7889	100	4	95.2	5
27/07/23	9:10	3.3	3.3	3.2	69	-1.8	0.0	---	0.00	0.0	---	3.3	3.0	3.0	666.4	0.00	0.0	0.052	0.000	19.3	21	-3.6	16.5	4.75	 .7887	93	4	88.6	5
27/07/23	9:15	3.6	3.6	3.4	68	-1.8	0.0	---	0.00	0.0	---	3.6	3.2	3.2	666.4	0.00	0.0	0.051	0.000	19.4	21	-3.5	16.6	4.75	 .7883	95	4	90.5	5
27/07/23	9:20	3.7	3.7	3.6	67	-1.9	0.0	---	0.00	0.0	---	3.7	3.3	3.3	666.4	0.00	0.0	0.051	0.000	19.4	21	-3.5	16.7	4.75	 .7882	97	4	92.4	5
27/07/23	9:25	4.1	4.1	3.7	66	-1.7	0.0	---	0.00	0.0	---	4.1	3.7	3.7	666.2	0.00	0.0	0.050	0.000	19.6	21	-3.4	16.8	4.75	 .7876	100	4	95.2	5
27/07/23	9:30	4.1	4.1	4.1	64	-2.1	0.0	---	0.00	0.0	---	4.1	3.7	3.7	666.1	0.00	0.0	0.049	0.000	19.7	21	-3.3	16.9	4.75	 .7872	99	4	94.3	5
27/07/23	9:35	4.2	4.2	4.1	62	-2.5	0.0	---	0.00	0.0	---	4.2	3.7	3.7	666.1	0.00	0.0	0.049	0.000	19.7	21	-3.2	17.0	4.75	 .7870	97	4	92.4	5
27/07/23	9:40	4.4	4.4	4.2	62	-2.2	0.0	---	0.00	0.0	---	4.4	4.0	4.0	666.0	0.00	0.0	0.048	0.000	19.7	21	-3.2	17.0	4.75	 .7869	101	4	96.2	5
27/07/23	9:45	4.6	4.6	4.4	62	-2.1	0.0	---	0.00	0.0	---	4.6	4.1	4.1	666.0	0.00	0.0	0.048	0.000	19.8	21	-3.2	17.2	4.75	 .7865	99	4	94.3	5
27/07/23	9:50	4.7	4.7	4.6	61	-2.2	0.0	---	0.00	0.0	---	4.7	4.2	4.2	665.9	0.00	0.0	0.047	0.000	19.9	21	-3.1	17.3	4.75	 .7861	99	4	94.3	5
27/07/23	9:55	4.7	4.8	4.7	60	-2.4	0.0	---	0.00	0.0	---	4.7	4.3	4.3	665.9	0.00	0.0	0.047	0.000	19.9	21	-3.1	17.3	4.75	 .7860	99	4	94.3	5
27/07/23	10:00	4.9	4.9	4.7	59	-2.5	0.0	---	0.00	0.0	---	4.9	4.4	4.4	665.8	0.00	0.0	0.047	0.000	20.0	22	-2.4	17.4	4.95	 .7855	101	4	96.2	5
27/07/23	10:05	5.1	5.1	4.9	59	-2.3	0.0	---	0.00	0.0	---	5.1	4.6	4.6	665.6	0.00	0.0	0.046	0.000	20.0	22	-2.4	17.4	4.95	 .7853	99	4	94.3	5
27/07/23	10:10	5.4	5.4	5.1	57	-2.5	0.0	---	0.00	0.0	---	5.4	4.9	4.9	665.5	0.00	0.0	0.045	0.000	20.0	22	-2.4	17.4	4.95	 .7852	106	4	100.0	5
27/07/23	10:15	5.7	5.7	5.4	55	-2.6	0.0	---	0.00	0.0	---	5.7	5.2	5.2	665.5	0.00	0.0	0.044	0.000	20.1	22	-2.3	17.6	4.95	 .7849	103	4	98.1	5
27/07/23	10:20	5.8	5.8	5.7	55	-2.5	0.4	S	0.13	1.8	S	5.8	5.3	5.3	665.4	0.00	0.0	0.043	0.000	20.1	22	-2.3	17.6	4.95	 .7847	104	4	99.0	5
27/07/23	10:25	6.1	6.1	5.8	53	-2.8	0.0	SE	0.00	0.9	SE	6.1	5.6	5.6	665.4	0.00	0.0	0.042	0.000	20.1	22	-2.3	17.6	4.95	 .7847	103	4	98.1	5
27/07/23	10:30	6.6	6.6	6.1	53	-2.3	0.0	S	0.00	1.8	S	6.6	6.1	6.1	665.4	0.00	0.0	0.041	0.000	20.2	22	-2.2	17.7	4.95	 .7844	101	4	96.2	5
27/07/23	10:35	6.4	6.7	6.4	53	-2.5	0.9	S	0.27	2.2	S	6.4	5.9	5.9	665.3	0.00	0.0	0.041	0.000	20.2	22	-2.2	17.7	4.95	 .7843	100	4	95.2	5
27/07/23	10:40	6.4	6.4	6.4	52	-2.7	0.4	S	0.13	1.8	S	6.4	5.8	5.8	665.3	0.00	0.0	0.041	0.000	20.2	22	-2.2	17.7	4.95	 .7843	103	4	98.1	5
27/07/23	10:45	6.7	6.7	6.4	52	-2.5	0.4	S	0.13	1.3	S	6.7	6.1	6.1	665.2	0.00	0.0	0.041	0.000	20.3	22	-2.2	17.7	4.95	 .7840	100	4	95.2	5
27/07/23	10:50	6.7	6.8	6.7	51	-2.7	0.4	SE	0.13	2.2	SE	6.7	6.1	6.1	665.1	0.00	0.0	0.040	0.000	20.3	22	-2.2	17.7	4.95	 .7839	102	4	97.1	5
27/07/23	10:55	6.8	6.8	6.7	51	-2.6	0.0	SE	0.00	0.9	ESE	6.8	6.2	6.2	665.1	0.00	0.0	0.040	0.000	20.4	23	-1.5	17.9	5.12	 .7832	104	4	99.0	5
27/07/23	11:00	7.1	7.1	6.8	50	-2.7	0.0	SSE	0.00	0.9	SSE	7.1	6.4	6.4	665.1	0.00	0.0	0.039	0.000	20.4	23	-1.5	17.9	5.12	 .7832	106	4	100.0	5
27/07/23	11:05	7.2	7.2	7.1	49	-2.8	0.4	S	0.13	2.2	S	7.2	6.6	6.6	665.0	0.00	0.0	0.039	0.000	20.5	23	-1.4	18.1	5.13	 .7827	102	4	97.1	5
27/07/23	11:10	7.4	7.4	7.2	49	-2.6	0.4	S	0.13	1.3	S	7.4	6.8	6.8	664.9	0.00	0.0	0.038	0.000	20.4	23	-1.5	17.9	5.12	 .7830	104	4	99.0	5
27/07/23	11:15	7.7	7.7	7.4	46	-3.2	0.4	S	0.13	1.8	S	7.7	6.9	6.9	664.7	0.00	0.0	0.037	0.000	20.4	23	-1.5	17.9	5.12	 .7828	103	4	98.1	5
